"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"V4XZNZ69","journalArticle","1997","Le, Coeur; Baudry, J.; Burel, F.","Field margins plant assemblages: Variation partitioning between local and landscape factors","Landscape and Urban Planning","","","10.1016/S0169-2046(96)00370-2","http://www.scopus.com/inward/record.url?eid=2-s2.0-0030617009&partnerID=40&md5=743c53d443968e51c54ef5793e082662","It is hypothesized that plant diversity in field margins can be influenced by field margin structure and management, factors related to adjacent land use and factors related to landscape structure. To test this hypothesis, the plant species composition of field margins in three hedgerow network landscapes differing in grain size, hedgerow connectivity and land use patterns were compared. Variation partitioning by partial canonical correspondence analysis was used to assess the relative weight of local and landscape factors in total variation explained. Results showed that the three sets of local factors and the landscape factor were all significant. We conclude that the plant species composition of field margins is determined by landscape scale variation in environment attributes, and discuss implications for conservation.","1997","2020-10-29 20:12:14","2021-10-19 13:14:00","","57-71","","","37","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZPXBTAP","journalArticle","2001","Lee, J. C.; Menalled, F. B.; Landis, D. A.","Refuge habitats modify impact of insecticide disturbance on carabid beetle communities","","","- 0021-8901","10.1046/j.1365-2664.2001.00602.x","","- 1. Carabid beetles are polyphagous predators that can act as biological control agents of insect pests and weeds. While current agricultural practices often create a harsh environment, habitat management such as the establishment of within-field refuges has been proposed to enhance carabid beetle abundance and impact. We examined the joint effects of refuge habitats and insecticide application on carabid activity density(parameter of population density and relative activity) and species composition in a cornfield. 2. Our 2-year study comprised four treatments: (i) -refuge/-insecticide; (ii) +refuge/ -insecticide; (iii) -refuge/+insecticide; (iv) +refuge/+insecticide. Refuge strips consisted of grasses, legumes and perennial flowering plants. '-Refuge' strips were planted with corn and not treated with insecticide. 3. Before planting and insecticide application, carabid activity density in the crop areas was similar across all treatments. Insecticide application immediately reduced carabid activity density and altered community composition in the crop area. 4. Refuge strips had significantly higher activity density of beetles than -refuge strips before planting and during the summer. 5. During summer, as new carabids emerged and insecticide toxicity declined, the presence of refuge strips influenced carabids in the adjacent crop area. Carabid activity density within crop areas previously treated with insecticide was significantly higher when adjacent to refuge strips. Also, carabid communities within insecticide-treated crop areas were affected by the presence or absence of a refuge strip. 6. The presence of refuge strips did not consistently augment carabid numbers in crop areas where insecticide was not applied. One explanation may be that insecticides decreased the quality of crop habitat to carabids by depletion of prey and direct mortality. However, subsequent rebounds in prey density and the absence of competing predators may make these areas relatively more attractive than unperturbed crop habitats to carabid colonization from refuges. 7. This study demonstrates that refuges may buffer the negative consequences of insecticide application on carabids in adjacent fields. Diversifying agro-ecosystems with refuge habitats may be a viable strategy for maintaining carabid populations in disturbed agricultural landscapes to keep pests below outbreak levels.","2001","2020-10-29 20:12:15","2021-10-19 13:14:35","","","","","- 38","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4; - 56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D5FUUIEU","journalArticle","","Lee, K. H.; Isenhart, T. M.; Schultz, R. C.","Sediment and nutrient removal in an established multi-species riparian buffer","Journal of soil and water conservation","","0022-4561","","","","","2020-10-29 20:12:15","2021-10-19 13:14:38","","1-8","","","Jan/Feb 2003. v. 58 (1)","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DQX85L4P","journalArticle","1998","Lee, K. H.; Isenhart, T. M.; Schultz, R. C.; Mickelson, S. K.","Nutrient and sediment removal by switchgrass and cool-season grass filter strips in Central Iowa, USA","Agroforestry Systems","","0167-4366","10.1023/A:1006201302242","://WOS:000081664500003","Simulated rainfall and runoff were used to compare the effectiveness of 6 m and 3 m wide filter strips of switchgrass (Panicum virgatum) and cool- season filter strips consisting of bromegrass (Bromus inermis), timothy (Phleum pratense) and fescue (Festuca spp.) in reducing sediment, nitrogen and phosphorus in surface runoff from adjacent crop fields. The 6 m and 3 m wide strips represented 20:1 and 40:1 area ratios, respectively. Twelve plots, six each, in the switchgrass and cool- season grass strips, were laid out on Coland soil, having an average slope of 3%. Plots received simulated rainfall of 5.1 cm hr(-1) intensity and simulated runoff containing known quantities of sediment and nutrients. Three runon samples, each integrated over 15 minutes, and nine runoff samples, each integrated over five minutes, were collected from each plot and analyzed for sediment, total-N, NO3--N, total-P and PO4--P. The 6 m wide filter strips removed 77% while the 3 m removed 66% of the incoming sediment from surface runoff. The 6 m filter strips removed 46% of total-N, 42% of NO3--N, 52% of total-P, and 43% of PO4--P; and the 3 m filter strips removed 28% of total-N, 25% of NO3--N, 37% of total-P and 34% of PO4--P. Differences between 6 m and 3 m filter strips were significant (P < 0.05) for sediment and nutrient removal. Switchgrass filter strips removed significantly more total-N, NO3--N, total-P and PO4--P than cool-season grass filter strips (P < 0.05).","1998","2020-10-29 20:12:16","2021-10-19 13:14:30","","121-132","","","44","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCYYUTG7","journalArticle","1999","Leeds-Harrison, P. B.; Quinton, J. N.; Walker, M. J.; Sanders, C. L.; Harrod, T.","Grassed buffer strips for the control of nitrate leaching to surface waters in headwater catchments","Ecological Engineering","","","10.1016/S0925-8574(98)00075-5","http://www.scopus.com/inward/record.url?eid=2-s2.0-0033038302&partnerID=40&md5=97b895b176b11e9a3ee902273d519be6","The use of riparian buffer strips is a possible strategy for controlling diffuse nitrate pollution of surface water in agricultural catchments. Data collected from paired buffered and unbuffered headwater catchments at three sites with conditions representative of much of the agricultural land in England and Wales, showed that grassed buffers did not substantially reduce nitrate-nitrogen concentrations entering the streams. Median nitrate-nitrogen levels observed in buffered catchments ranged from 7.6 to 18.8 mgN 1-1, but peaked at up to 46.1 mgN 1-1. The existence of preferential bypass flow paths during the winter flow events limited the effectiveness of nitrate removing processes within the strips. The findings suggest that grassed riparian buffer strips may not be effective in controlling diffuse nitrate pollution unless the hydrology of the strip allows a suitable environment for denitrification and/or plant uptake. Grassed buffer strips should be carefully targeted or, alternatively, engineered to ensure adequate residence time of solutes within the strip.","1999","2020-10-29 20:12:16","2021-10-19 13:14:00","","299-313","","","12","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHK4XY64","journalArticle","2008","Leguedois, S.; Ellis, T. W.; Hairsine, P. B.; Tongway, D. J.","Sediment trapping by a tree belt: processes and consequences for sediment delivery","Hydrological Processes","","0885-6087","10.1002/hyp.6957","://WOS:000258519700027","Restoring belts of perennial vetgetation in landscapes is widely recognized as a measure of improving landscape function. While there have been many studies of the transport of pollutants through grass filter strips, few have addressed sediment related processes through restored tree belts. In order to identify these processes and quantify their relative contribution to sediment trapping. a series of rainfall simulations was conducted oil a 600 m(2) hillslope comprising a pasture upslope of a 15 year old tree belt. Although the simulated events were extreme (average recurrence intervals similar to 10 and 50 yr), the trapping efficiency of the tree belt was very high: at least 94% of the total mass of sediments was captured. All the size fractions were trapped with a minimum Sediment Trapping Ratio (STR) of 91 % for the medium-sized fragments. Fractions < 1.3 mu m and > 182 mu m were totally captured (STR = 100%). Through the joint analysis of sediment budgets and Soil surface conditions, we identified different trapping processes. The main trapping process is the sedimentation (at least 62% of trapped sediment mass) with deposits in the backwater and as rnicro-terraces within the tree belt. Modelling results show that the coarsest size fractions above 75 pill are preferentially deposited. Joint infiltration of water and sediments has also been noticed, however, this process alone cannot explain the selective trapping of the finest fractions. We suggest that the finest fractions transported by the overland flow may be trapped by adsorption oil the abundant litter present within the tree belt. Copyright (C) 2008 John Wiley & Sons, Ltd.","2008","2020-10-29 20:12:17","2021-10-19 13:14:39","","3523-3534","","","22","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLYIEEZQ","journalArticle","2005","Leib, B. G.; Redulla, C. A.; Stevens, R. G.; Matthews, G. R.; Strausz, D. A.","Erosion control practices integrated with polyacrylamide to reduce sediment loss in furrow irrigation","Applied Engineering in Agriculture","","0883-8542","10.13031/2013.18567","://WOS:000231105600007","In the Lower Yakima River Basin of Washington, surface irrigators need to reduce sediment loads exiting their fields in order to comply with newly established water quality standards. The goal of this research was to assess methods for improving the water quality of return flow from furrow irrigation by combining a patch application of polyacrylamide (PAM) with an additional erosion control practice in the tailwater ditch. A study was conducted in 2001 and 2002 that combined PAM with: 1) surge irrigation, 2) grass filter strips, 3) check dams, and 4) surface drains. In order to test the treatments under different cultural practices and slopes, the study was conducted at three site: two vineyards with silt loam soils at 1.2% slope in both the furrows and the tailwater ditch, and a cornfield with silt loam and sandy loam soil at 0.2% slope in both the furrows and the tailwater ditch. During irrigation events, sediment samples were taken and outflow rates were recorded at periodic intervals to determine sediment concentration, run-off volume, and sediment load from each treatment. At all sites and at all monitored irrigations, the control plot, which had only the patch application of PAM, produced sediment concentrations greater than the total maximum daily load standard of 56 mg .L-1 for the Lower Yakima River All four erosion control practices in combination with PAM were more effective in reducing sediment load at the vineyards as compared to the cornfield. Only the grass treatment with PAM was consistent in reducing sediment concentrations below 56 mg .L-1 in both the vineyards and the cornfield.","2005","2020-10-29 20:12:17","2021-10-19 13:13:53","","595-603","","","21","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6RGWAJC","journalArticle","2002","Lemke, Antje; Poehling, Hans-Michael","Sown weed strips in cereal fields: Overwintering site and ""source"" habitat for Oedothorax apicatus (Blackwall) and Erigone atra (Blackwall) (Araneae: Erigonidae)","","","- 0167-8809","10.1016/S0167-8809(01)00173-6","","- The function of within-field habitats as refuge and overwintering sites for spiders and their effect on field invasion by spiders in spring were investigated from 1994 to 1996. Weed strips were established in a field of winter wheat in northern Germany in the spring of 1994. Spiders were sampled with pitfall traps and D-vac suction sampling throughout the year. Experiments showed that weed strips can play an important role as overwintering habitats for common spider species of arable land. Spring emigration from the weed strips into the crop was especially recorded for Oedothorax apicatus (Blackwall) (Araneae: Erigonidae), a species which depends on semi-natural habitats for overwintering. The results indicate that for species with a high potential for aerial dispersal like Erigone atra (Blackwall) (Araneae: Erigonidae), the proximity of refuge habitats is less important than for species that disperse predominantly over the soil surface like O. apicatus. The function of weed strips for spider populations in the agricultural landscape is discussed.","2002","2020-10-29 20:12:18","2021-10-19 13:14:43","","","","","- 90","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4; - 140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JAAXEW2B","journalArticle","2014","Lemmers, P.; Davidson, M. M.; Butler, R. C.","Relative abundance of introduced European birds varies with field margin type on arable farms in Canterbury, New Zealand","New Zealand Journal of Zoology","","0301-4223","10.1080/03014223.2014.893893","","","2014","2020-10-29 20:12:18","2021-10-19 13:14:36","","203-209","","3","41","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCHJPLMF","journalArticle","1997","Lethmayer, C.; Nentwig, W.; Frank, Th","Effects of weed strips on the occurrence of noxious coleopteran species (Nitidulidae, Chrysomelidae, Curculionidae)","Zeitschrift fur Pflanzenkrankheiten und Pflanzenschutz","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031449325&partnerID=40&md5=2c93b82dbbfbbe990aefb9770e7ca847","In 1993 and 1994, the importance of weed strips as reservoir for coleopteran pests among Nitidulidae, Chrysomelidae and Curculionidae was investigated in two weed strips, in fields and the adjacent boundaries with the help of yellow traps, suction samples, visual observations and eclectors. During this research, several harmful species were observed, but always of very low abundance, except the blossom bettles, Meligethes spp.. They were, first of all, dependent on rape, but after the rape flowering time the new generation was found everywhere searching for food (pollen), especially on yellow flowers such as Sinapis alba in the strips. Oulema spp., Psylliodes chrysocephala, Leptinotarsa decemlineata, Phyllotreta spp. (Chrysomelidae) and the Centorhynchus species (Curculionidae) were always connected to their host plant in the field and have only been caught more frequently in presence of the respective field. Sitona and Apion weevils also showed low abundance in the strips during both investigation periods. According to these results, weed strips have no enhancing effect on pest species, but in some cases they can offer food resources during the seasonal absence of the crop, as for the beneficial groups, too. The greatest diversity was revealed in the weed strips, even with rare species for Switzerland. Therefore, strip-management, providing ecological compensation areas, is an important measure for maintaining species conservation and contributes to biodiversity and sustainable agriculture.","1997","2020-10-29 20:12:19","2021-10-19 13:13:50","","75-92","","1","104","","","","","","","","","","","","","","","","","","","","","agriculture; eppi-reviewer4; Chrysomelidae; Curculionidae; Nitidulidae; pest species; Strip-management","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SPEIFQ5","journalArticle","2005","Levie, Amandine; Legrand, Marie-Anne; Dogot, Pierre; Pels, Christophe; Baret Philippe, V.; Hance, Thierry","Mass releases of Aphidius rhopalosiphi (Hymenoptera: Aphidiinae), and strip management to control of wheat aphids","Agriculture, Ecosystems & Environment","","01678809","10.1016/j.agee.2004.06.004","https://ezp.sub.su.se/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=15560546&site=ehost-live&scope=site","Abstract: Biological control of cereal aphids was attempted during two years, using two approaches: (1) mass-release of Aphidius rhopalosiphi (21,000 individuals/ha) in May and (2) use of a clover-ryegrass strip as a parasitoid reservoir. Two aphid species (Metopolophium festucae and Acyrtosiphon pisum) considered as alternative hosts for cereal aphid parasitoids occurred in the grassy strips. Three fields for each of the mass release or strip management were compared in 2000 with two control fields where no aphid control was done. Aphid population growth was significantly reduced under both mass release and management compared to controls. There was no significant difference between the two treatments. Yet, the parasitism rates were significantly higher under mass release and strip management than in the controls. In 2001, three fields per treatment were compared with three controls. Aphid numbers were very low in all fields, strip management being the only treatment to slow down aphid population growth. [Copyright &y& Elsevier] Copyright of Agriculture, Ecosystems & Environment is the property of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2005","2020-10-29 20:12:19","2021-10-19 13:14:22","","17-21","","","105","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IL6KWY3W","journalArticle","2010","Lewis, D. J.; Atwill, E. R.; Lennox, M. S.; Pereira, M. D. G.; Miller, W. A.; Conrad, P. A.; Tate, K. W.","Management of Microbial Contamination in Storm Runoff from California Coastal Dairy Pastures","Journal of Environmental Quality","","0047-2425","10.2134/jeq2009.0464","://WOS:000281575600025","A survey of storm runoff fecal coliform bacteria (FCB) from working farm and ranch pastures is presented in conjunction with a survey of FCB in manure management systems (MMS). The cross-sectional survey of pasture runoff was conducted on 34 pastures on five different dairies over 2 yr under varying conditions of precipitation, slope, manure management, and use of conservation practices such as vegetative filter strips. The MMS cross-sectional survey consisted of samples collected during 1 yr on nine different dairies from six loafing barns, nine primary lagoons, 12 secondary lagoons, and six irrigation sample points. Pasture runoff samples were additionally analyzed for Cryptosporidium sp. and Giardia duodenalis, whereby detectable concentrations occurred sporadically at higher FCB concentrations resulting in poor correlations with FCB. Prevalence of both parasites was lower relative to high-use areas studied simultaneously on these same farms. Application of manure to pastures more than 2 wk in advance of storm-associated runoff was related to a >= 80% reduction in FCB concentration and load compared to applications within 2 wk before a runoff event. For every 10 m of buffer length, a 24% reduction in FCB concentration was documented. A one-half (75%), one (90%), and two (99%) log10 reduction in manure FCB concentration was observed for manure holding times in MMS of approximately 20, 66, and 133 d, respectively. These results suggest that there are several management and conservation practices for working farms that may result in reduced FCB fluxes from agricultural operations.","2010","2020-10-29 20:12:20","2021-10-19 13:14:21","","1782-1789","","","39","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWD5CFBI","journalArticle","1969","Lewis, T.","THE DIVERSITY OF THE INSECT FAUNA IN A HEDGE-ROW AND NEIGHBORING FIELDS","Journal of Applied Ecology","","0021-8901","10.2307/2401511","://BCI:BCI197051064707","","1969","2020-10-29 20:12:20","2020-10-29 20:12:20","","453-458","","","6","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HSVMY58P","journalArticle","1969","Lewis, T.","The distribution of flying insects near a low hedgerow","Journal of Applied Ecology","","0021-8901","","","","1969","2020-10-29 20:12:21","2020-10-29 20:12:21","","443-452","","","","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UU8EBVDK","journalArticle","1970","Lewis, T.","Patterns of distribution of insects near a windbreak of tall trees","Annals of Applied Biology","","1744-7348","10.1111/j.1744-7348.1970.tb04581.x","","","1970","2020-10-29 20:12:21","2021-10-19 13:14:34","","213-220","","2","65","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDC6MZY6","journalArticle","2013","Liira, J.; Paal, T.","Do forest-dwelling plant species disperse along landscape corridors?","Plant Ecology","","1385-0237","10.1007/s11258-013-0182-1","://WOS:000315491300010","Woody corridors in fragmented landscapes have been proposed as alternative habitats for forest plants, but the great variation in species-specific responses blurs the overall assessment. The aim of this study was to estimate the dispersal success of forest-dwelling plants from a stand into and along an attached woody corridor, and to explain the observed patterns from the point of view of species' dispersal traits and corridor properties. We sampled 47 forest-corridor transects in the agricultural landscapes of southeastern Estonia. Regionally common forest-dwelling species (observed in at least 10 % of seed-source forests) were classified on the basis of their ecological response profile-forest-restricted species (F-type) and forest-dwelling generalists (G-type). Species richness and the proportion of F-type species decreased sharply from the seed-source forest core to the forest edge and to the first 10-15 m of the corridor, while G-type species richness remained constant throughout the transect. Corridor structure had a species-specific effect-F species were promoted by old (a parts per thousand yen50 years) and wide (a parts per thousand yen10 m) corridors, while G species were supported by young and narrow corridors with ditch-related soil disturbances. Moderate shade (canopy cover < 75 %) was optimal for all forest-dwelling species. Large dispersule weight, and not seed weight, dispersal vector or Ellenberg's indicator values, was the trait that differentiated F species from G species. We conclude that most woody corridors are only dispersal stepping-stone habitats for habitat generalist species, and not for specialists. Only century old corridors can relieve the dispersal limitation of forest-restricted species.","2013","2020-10-29 20:12:22","2020-10-29 20:12:22","","455-470","","","214","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RF4H5MCD","journalArticle","1998","Lim, T. T.; Edwards Dr, R.; Workman, S. R.; Larson, B. T.; Dunn, L.","Vegetated filter strip removal of cattle manure constituents in runoff","Transactions of the ASAE","","","","","","1998","2020-10-29 20:12:23","2020-10-29 20:12:23","","1375","","5","41","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R6AJX6LB","journalArticle","2011","Lin, Chung-Ho; Lerch Robert, N.; Goyne Keith, W.; Garrett Harold, E.","Reducing herbicides and veterinary antibiotics losses from agroecosystems using vegetative buffers","Journal of Environmental Quality","","1537-2537","10.2134/jeq2010.0141","","","2011","2020-10-29 20:12:23","2021-10-19 13:14:35","","791-799","","3","40","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMRC3X8G","journalArticle","2015","Lin, L. R.; Chen, J. Z.","The effect of conservation practices in sloped croplands on soil hydraulic properties and root-zone moisture dynamics","Hydrological Processes","","0885-6087","10.1002/hyp.10348","://WOS:000353101000001","Rain-induced erosion and short-term drought are the two factors that limit the productivity of croplands in the red soil region of subtropical China. The objective of this study was to estimate the effects of conservation practices on hydraulic properties and root-zone water dynamics of the soil. A 3-year experiment was performed on a slope at Xianning. Four treatments were evaluated for their ability to reduce soil erosion and improve soil water conditions. Compared with no practices (CK) and living grass strips (GS), the application of polyacrylamide (PAM) significantly reduced soil crust formation during intense rainfall, whereas rice straw mulching (SM) completely abolished soil crust formation. The SM and PAM treatments improved soil water-stable aggregates, with a redistribution of micro-aggregates into macro-aggregates. PAM and SM significantly increased the soil water-holding capacity. These practices mitigated the degradation of the soil saturated hydraulic conductivity (Ks) during intense rainfalls. These methods increased soil water storage but with limited effects during heavy rainfalls in the wet period. In contrast, during the dry period, SM had the highest soil water storage, followed by PAM and CK. Grass strips had the lowest soil water storage because of the water uptake during the vigorous grass growth. A slight decline in the soil moisture resulted in a significant decrease in the unsaturated hydraulic conductivity (Ku) of the topsoil. Therefore, the hydraulic conductivity in the field is governed by soil moisture, and the remaining soil moisture is more important than improving soil properties to resist short-term droughts. As a result, SM is the most effective management practice when compared with PAM and GS, although they all protect the soil hydraulic properties during wet periods. These results suggest that mulching is the best strategy for water management in erosion-threatened and drought-threatened red soils. Copyright (c) 2014 John Wiley & Sons, Ltd.","2015","2020-10-29 20:12:24","2020-10-29 20:12:24","","2079-2088","","","29","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LCCRMFCK","journalArticle","1991","Line, D. E.","Sediment trapping effectiveness of grass strips","5th FISC","","","","","The sediment trapping effectiveness of grass buffer strips was determined by sampling sediment-laden runoff above and below a bordered area of established ryegrass and fescue. Runoff rates between 11 and 55 l/sin. per IS of strip were studied for strip lengths of 1.5, 3.0, and 6.1 II (in downslope direction). Sediment and runoff were generated by applying simulated rainstorms (73 em/hr) 1 month apart to an area of tilled soil upslope of the grass. Results showed that the trapping effectiveness of the 1.5-n long grassed areas ranged from 0.80 to 0.40 while those of the 3.0- and 6.1-m long strips ranged from 0.95 to 0.72. Sediment size data established that at least 89 percent of all sediment larger than 250 pm in diameter entering the grassed area was trapped in or just above the grass. In addition, results showed that the trapping effectiveness of strips decreased with increasing runoff rate due mainly to reduced trapping of sediment less than 125 pm in size.","1991","2020-10-29 20:12:24","2021-10-19 13:14:43","","56","","","","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVB846E6","journalArticle","2000","Line, D. E.; Harman, W. A.; Jennings, G. D.; Thompson, E. J.; Osmond, D. L.","Nonpoint-source pollutant load reductions associated with livestock exclusion","Journal of Environmental Quality","","0047-2425","","","","2000","2020-10-29 20:12:25","2021-10-19 13:14:31","","1882-1890","","6","29","","","","","","","","","","","","","","","","","","","","https://www.crossref.org/openurl?pid=zoteroDOI@wiernik.org&url_ver=Z39.88-2004&ctx_ver=Z39.88-2004&rfr_id=info%3Asid%2Fzotero.org%3A2&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.atitle=Nonpoint-source%20pollutant%20load%20reductions%20associated%20with%20livestock%20exclusion&rft.jtitle=Journal%20of%20Environmental%20Quality&rft.volume=29&rft.issue=6&rft.aufirst=D.%20E.&rft.aulast=Line&rft.au=D.%20E.%20Line&rft.au=W.%20A.%20Harman&rft.au=G.%20D.%20Jennings&rft.au=E.%20J.%20Thompson&rft.au=D.%20L.%20Osmond&rft.date=2000&rft.pages=1882-1890&rft.spage=1882&rft.epage=1890&rft.issn=0047-2425","eppi-reviewer4","❓ Multiple DOI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRUCG4Z9","journalArticle","2014","Liu, X.; Vidon, P.; Jacinthe, P. A.; Fisher, K.; Baker, M.","Seasonal and geomorphic controls on N and P removal in riparian zones of the US Midwest","Biogeochemistry","","0168-2563","10.1007/s10533-014-9963-4","://WOS:000336028400016","Riparian zones are an important strategy to mitigate N and P export to streams. However, their efficiency with respect to nitrate (NO3 (-)), ammonium (NH4 (+)), or soluble reactive phosphorus (SRP) in groundwater remains uncertain in the US Midwest. This study investigates water table fluctuations and NO3 (-), NH4 (+), and SRP concentration dynamics in two riparian zone types (outwash vs. glacial till) common in the upper US Midwest. During low water table periods, NO3 (-) removal was 93 % at WR (outwash site), and 75 % at LWD (glacial till site); but during high water table periods, NO3 (-) removal efficiencies dropped to 50 % at WR, and 14 % at LWD. Median seasonal mass fluxes of NO3 (-) removed at WR (9.4-21.7 mg N day(-1) m(-1) of stream length) and LWD (0.4-1.9 mg N day(-1) m(-1)) were small compared to other riparian zones in glaciated landscapes. The WR site was a small SRP sink (0.114 and 0.118 mg day(-1) m(-1) during the dry period and wet period, respectively), while LWD acted as a small SRP source to the stream (0.004 mg day(-1) m(-1) during the dry period; 0.075 mg day(-1) m(-1) during the wet period). Both LWD and WR acted as sources of NH4 (+) to the stream with mass fluxes ranging from 0.17 to 7.75 mg N day(-1) m(-1). Although riparian zones in the US Midwest provide many ecosystem services, results suggest they are unlikely to efficiently mitigate N and P pollution in subsurface flow.","2014","2020-10-29 20:12:25","2021-10-19 13:14:38","","245-257","","","119","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
