,V1,V2
187,"HERBST M, 2006, AGRICULTURAL AND FOREST METEOROLOGY",1
492,"HERMANN A, 2012, JOURNAL OF PEST SCIENCE",4
592,"HERNÁNDEZ , 2014, HYSTRIX-ITALIAN JOURNAL OF MAMMALOGY",3
108,"HERNANDEZ G, 2012, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",1
645,"HERNANDEZ-SANTANA V, 2011, FOREST ECOLOGY AND MANAGEMENT",2
805,"HERNANDEZ-SANTANA V, 2013, JOURNAL OF HYDROLOGY",2
463,"HIRSH SM, 2013, ECOLOGICAL RESTORATION",3
92,"HIRSH SM, NA, IOWA STATE UNIVERSITY",3
67,"HODGES L, 2004, HORTSCIENCE",1
693,"HOF AR, 2010, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
394,"HOLLAND JD, 2000, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
110,"HOLLAND JM, 2008, BIOCONTROL",4
538,"HOLLAND JM, 2008, BIOLOGICAL CONTROL",4
663,"HOLLAND JM, 2012, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
46,"HOLLAND JM, 2015, BIOLOGICAL CONSERVATION",3
425,"HOLT CA, 2010, BIRD STUDY",3
762,"HOLZSCHUH A, 2007, OIKOS",3
759,"HOLZSCHUH A, 2009, ECOLOGICAL APPLICATIONS : A PUBLICATION OF THE ECOLOGICAL SOCIETY OF AMERICA",3
354,"HOLZSCHUH A, 2009, THE JOURNAL OF ANIMAL ECOLOGY",3
240,"HOMININCK WM, 1990, PARASITOLOGY",1
229,"HOTALING NEM, 2002, SOUTHEASTERN NATURALIST",1
563,"HOVD H, 2008, ACTA AGRICULTURAE SCANDINAVICA, SECTION B - PLANT SOIL SCIENCE",3
785,"HOVD H, 2008, ACTA AGRICULTURAE SCANDINAVICA, SECTION B - PLANT SOIL SCIENCE-a",3
574,"HRADETZKY R, 1997, BIOLOGICAL AGRICULTURE & HORTICULTURE",1
626,"HUALLACHÁIN D, 2013, INSECT CONSERVATION AND DIVERSITY",3
634,"HUBBARD RK, 2007, TRANSACTIONS OF THE ASABE",2
123,"HUDEK C, 2014, CATENA",2
773,"HUGHES-CLARKE SA, 1992, LANDSCAPE AND URBAN PLANNING",1
112,"HUNT PG, 2004, JOURNAL OF ENVIRONMENTAL QUALITY",2
652,"HUNT PG, 2007, JOURNAL OF ENVIRONMENTAL QUALITY",2
81,"HUUSELA-VEISTOLA E, 1998, JOURNAL OF APPLIED ENTOMOLOGY",4
633,"HYNNINEN A, 2011, BOREAL ENVIRONMENT RESEARCH",2
432,"INCLÁN DJ, 2016, BASIC AND APPLIED ECOLOGY",3
426,"IQBAL J, 2014, SOIL SCIENCE SOCIETY OF AMERICA JOURNAL",2
388,"ISSAH G, 2015, FORESTS",1
728,"JÖNSSON A, 2015, BIOLOGICAL CONSERVATION",3
575,"JABBOUR R, 2011, PEDOBIOLOGIA",4
568,"JACINTHE PA, 2009, GEODERMA",2
221,"JACINTHE PA, 2015, JOURNAL OF ENVIRONMENTAL QUALITY",2
714,"JACOT K, 2007, ",3
211,"JACQUEMYN H, 2010, JOURNAL OF APPLIED ECOLOGY",3
102,"JARVIS SG, 2015, BIOLOGICAL CONSERVATION",3
223,"JELINEK ST, 2004, ",3
141,"JIA Z, 2006, JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING",2
594,"JOBIN B, 2001, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",1
79,"JOBIN B, 2004, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",1
649,"JONES AT, 2001, JOURNAL OF APPLIED ECOLOGY",1
473,"JONES D, 1997, BIOLOGICAL AGRICULTURE & HORTICULTURE",1
430,"JONES GA, 2005, CONSERVATION BIOLOGY",1
812,"JONES JC, 2006, ",1
526,"JOSEFSSON J, 2013, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
44,"JUNG MP, 2008, APPLIED SOIL ECOLOGY",3
765,"KÄNDLER M, 2009, BIOCLIMATOLOGY AND NATURAL HAZARDS",2
732,"KAJAK A, 2007, POLISH JOURNAL OF ECOLOGY",4
618,"KARR JD, 2001, JOURNAL OF ENVIRONMENTAL QUALITY",2
308,"KASPAR TC, 2007, JOURNAL OF ENVIRONMENTAL QUALITY",2
135,"KELLY JM, 2007, NUTRIENT CYCLING IN AGROECOSYSTEMS",2
628,"KĘDZIORA A, 2010, ECOHYDROLOGY & HYDROBIOLOGY",2
768,"KIM DG, 2009, COPERNICUS GMBH",2
813,"KIM DG, 2009, COPERNICUS GMBH-a",2
275,"KIM DG, 2009, JOURNAL OF ENVIRONMENTAL QUALITY",2
552,"KIM DG, NA, IOWA STATE UNIVERSITY",2
236,"KISS J, 1993, LANDSCAPE AND URBAN PLANNING",4
534,"KISS J, 1997, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
788,"KITCHEN AE, 2012, ",3
519,"KLÖPPEL H, 1997, CHEMOSPHERE",2
705,"KLEIJN D, 1998, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
54,"KLEIJN D, 2000, JOURNAL OF APPLIED ECOLOGY",4
802,"KLEIJN D, 2001, LANDSCAPE ECOLOGY IN AGROECOSYSTEMS MANAGEMENT",1
392,"KLEIJN D, 2006, ECOLOGY LETTERS",3
304,"KLEIN LR, 2015, LANDSCAPE AND URBAN PLANNING",1
647,"KNIGHT KW, 2010, JAWRA JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION",2
595,"KOLLMANN J, 2001, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
98,"KOMOR SC, 1996, WATER RESOURCES RESEARCH",2
171,"KOMOR SC, 2003, US GEOLOGICAL SURVEY",2
782,"KORPELA EL, 2013, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
643,"KORT J, 2011, AGROFORESTRY SYSTEMS",1
329,"KOTZAGEORGIS GC, 2009, JOURNAL OF ZOOLOGY",3
632,"KREWENKA KM, 2011, BIOLOGICAL CONSERVATION",3
321,"KRONVANG B, 2005, WATER SCIENCE AND TECHNOLOGY : A JOURNAL OF THE INTERNATIONAL ASSOCIATION ON WATER POLLUTION RESEARCH",2
328,"KRUTZ LJ, 2003, JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY",2
684,"KRUTZ LJ, 2004, JOURNAL OF ENVIRONMENTAL QUALITY",2
433,"KUIPER MW, 2013, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
771,"KUJAWA A, 2008, POLISH JOURNAL OF ECOLOGY",4
836,"KUJAWA K, 2004, POLISH JOURNAL OF ECOLOGY",1
515,"KULSHRESHTHA SN, 2008, AGROFORESTRY SYSTEMS",1
53,"KUMAR D, 2012, JOURNAL OF RENEWABLE AND SUSTAINABLE ENERGY",4
37,"KUMAR S, 2008, JOURNAL OF SOIL AND WATER CONSERVATION",2
121,"KUMAR S, 2010, AGROFORESTRY SYSTEMS",2
676,"KUMAR S, 2010, AGROFORESTRY SYSTEMS-a",2
811,"KUMAR S, 2010, AGROFORESTRY SYSTEMS-a-b",2
273,"KUMAR S, 2010, SOIL SCIENCE SOCIETY OF AMERICA JOURNAL",2
395,"KUNICKIS SH, 2010, ",2
727,"LACAS JG, 2012, PEDOSPHERE",2
494,"LACHLAN C, 1976, THE JOURNAL OF APPLIED ECOLOGY",1
500,"LACK PC, 1987, BIRD STUDY",1
487,"LAFRANCE P, 2012, JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B, PESTICIDES, FOOD CONTAMINANTS, AND AGRICULTURAL WASTES",2
382,"LAFRANCE P, 2012, SOIL USE AND MANAGEMENT",2
197,"LAFRANCE P, 2013, JOURNAL OF SOIL AND WATER CONSERVATION",2
407,"LAGERLÖF J, 1992, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
119,"LAGERLÖF J, 1993, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
280,"LAMPARTOVÁ I, 2015, EKOLÓGIA (BRATISLAVA)",1
696,"LAUBEL A, 2003, HYDROLOGICAL PROCESSES",2
422,"LEE JC, 2001, JOURNAL OF APPLIED ECOLOGY",4
209,"LEE KH, 2003, JOURNAL OF SOIL AND WATER CONSERVATION",2
834,"LEEDS-HARRISON PB, 1999, ECOLOGICAL ENGINEERING",2
452,"LEGUÉDOIS S, 2008, HYDROLOGICAL PROCESSES",2
301,"LEMKE A, 2002, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
550,"LEMMERS P, 2014, NEW ZEALAND JOURNAL OF ZOOLOGY",3
93,"LEVIE A, 2005, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
140,"LEWIS DJ, 2010, JOURNAL OF ENVIRONMENTAL QUALITY",2
170,"LEWIS T, 1969, THE JOURNAL OF APPLIED ECOLOGY",4
176,"LEWIS T, 1969, THE JOURNAL OF APPLIED ECOLOGY-a",4
310,"LEWIS T, 1970, ANNALS OF APPLIED BIOLOGY",4
495,"LIIRA J, 2013, PLANT ECOLOGY",1
695,"LIN CH, 2011, JOURNAL OF ENVIRONMENTAL QUALITY",2
451,"LIN L, 2014, HYDROLOGICAL PROCESSES",2
158,"LIU X, 2014, BIOGEOCHEMISTRY",2
40,"LIU ZY, 2012, 2012 INTERNATIONAL CONFERENCE ON COMPUTER DISTRIBUTED CONTROL AND INTELLIGENT ENVIRONMENTAL MONITORING",2
697,"LIZOTTE RE, 2014, JOURNAL OF SOIL AND WATER CONSERVATION",2
288,"LONG LAM, NA, IOWA STATE UNIVERSITY",2
73,"LOWRANCE R, 1997, TRANSACTIONS OF THE ASAE",2
115,"LOWRANCE R, 2001, JOURNAL OF ENVIRONMENTAL QUALITY",2
277,"LOWRANCE R, 2005, JOURNAL OF ENVIRONMENTAL QUALITY",2
569,"LUDWIG M, 2012, ACTA OECOLOGICA",3
753,"LUDY C, 2004, JOURNAL OF APPLIED ENTOMOLOGY",3
193,"LUDY C, 2006, BIOLOGICAL CONTROL",4
261,"LYE GC, 2009, BIOLOGICAL CONSERVATION",3
83,"LYS JA, 1992, OECOLOGIA",4
517,"LYS JA, 1994, CARABID BEETLES: ECOLOGY AND EVOLUTION",4
438,"LYS JA, 1994, ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA",4
621,"MÉRŐ TO, 2010, ACROCEPHALUS",1
828,"MÁRQUEZ CO, 1998, AGROFORESTRY SYSTEMS",2
698,"MÁRQUEZ CO, 2004, SOIL SCIENCE SOCIETY OF AMERICA JOURNAL",2
833,"MA M, 2008, APPLIED VEGETATION SCIENCE",3
520,"MAALOULY M, 2013, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
532,"MACLEOD A, 1999, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
572,"MACLEOD A, 2004, AGRICULTURAL AND FOREST ENTOMOLOGY",4
605,"MACLEOD CJ, 2004, BIRD STUDY",1
764,"MADRIGAL I, 2007, ",2
518,"MAELFAIT JP, 1990, BIOLOGICAL CONSERVATION",4
303,"MAISONNEUVE C, 2001, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",1
282,"MANDER , 1997, ECOLOGICAL ENGINEERING",2
556,"MANDER , 2008, BOREAL ENVIRONMENT RESEARCH",2
577,"MANDER , 2014, ENVIRONMENTAL SCIENCE & TECHNOLOGY",2
436,"MANKIN KR, 2007, JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION",2
734,"MARCUS JF, 2000, THE WILSON BULLETIN",1
751,"MARINO PC, 1997, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
450,"MARSHALL EJP, 2001, LANDSCAPE ECOLOGY IN AGROECOSYSTEMS MANAGEMENT",1
384,"MARSHALL EJP, 2006, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
601,"MARSHALL EJP, 2007, ",4
542,"MARSHALL EJP, 2009, WEED RESEARCH",3
467,"MARSHALL MR, 2009, HYDROLOGICAL PROCESSES",2
142,"MARTIN TL, 1999, CANADIAN WATER RESOURCES JOURNAL",2
554,"MARTINEZ N, 2009, JOURNAL OF ORNITHOLOGY",3
794,"MARTINI X, 2015, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
557,"MASON CF, 2000, JOURNAL OF ZOOLOGY",1
715,"MAUDSLEY M, 2002, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
522,"MCCRACKEN DI, 2012, JOURNAL OF ENVIRONMENTAL QUALITY",3
777,"MCDOWELL RW, 2006, SOIL USE AND MANAGEMENT",2
434,"MCKERGOW LA, 2003, JOURNAL OF HYDROLOGY",2
527,"MCKERGOW LA, 2006, HYDROLOGICAL PROCESSES",2
689,"MCLACHLAN ARG, 2003, NEW ZEALAND JOURNAL OF ZOOLOGY",4
285,"MCMAHON BJ, 2005, ",1
28,"MCMAHON BJ, 2010, BIRD STUDY",1
398,"MEEK B, 2002, BIOLOGICAL CONSERVATION",4
77,"MEMMOTT J, 2010, PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON SERIES B, BIOLOGICAL SCIENCES",3
579,"MENDEZ A, 1999, JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION",2
546,"MENGIS M, 1999, GROUND WATER",2
774,"MERCKX T, 2009, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT-a",3
26,"MERCKX T, 2010, JOURNAL OF INSECT CONSERVATION",3
162,"MERCKX T, 2012, JOURNAL OF APPLIED ECOLOGY",3
599,"MERIGGI A, 1991, BOLLETINO DI ZOOLOGIA",1
18,"MEYLING NV, 2009, MOLECULAR ECOLOGY",3
678,"MILLER WA, 2007, APPLIED AND ENVIRONMENTAL MICROBIOLOGY",2
410,"MILLON L, 2015, ECOLOGICAL ENGINEERING",3
86,"MOISAN-DESERRES J, 2014, THE CANADIAN ENTOMOLOGIST",3
320,"MOMOLI RS, 2007, SCIENTIA AGRICOLA",2
151,"MOONEN AC, 2001, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",1
453,"MOORE AA, 2005, ECOLOGICAL APPLICATIONS",2
300,"MOORE L, 2010, ",4
167,"MOORE MT, 2014, BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY",2
475,"MOORMAN CE, 2012, WILDLIFE SOCIETY BULLETIN",4
205,"MOORMAN CE, 2013, PLOS ONE",4
192,"MORGAN KA, 1982, THE JOURNAL OF WILDLIFE MANAGEMENT",1
216,"MORRIS AJ, 2001, BIOLOGICAL CONSERVATION",4
181,"MOTTE G, 2002, BELGIAN JOURNAL OF ZOOLOGY",1
778,"MUÑOZ-CARPENA R, 1999, JOURNAL OF HYDROLOGY",2
637,"MUSTERS CJM, 2009, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
15,"NÚÑEZ-DELGADO A, 2001, WATER SCIENCE AND TECHNOLOGY : A JOURNAL OF THE INTERNATIONAL ASSOCIATION ON WATER POLLUTION RESEARCH",2
415,"NÚÑEZ-DELGADO A, 2002, BIORESOURCE TECHNOLOGY",2
72,"NASCIMBENE J, 2012, ENVIRONMENTAL MANAGEMENT",3
566,"NASH MA, 2008, BIOLOGICAL CONTROL",4
32,"NAZZI F, 1989, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
116,"NEARY DG, 2010, JOURNAL OF SOILS AND SEDIMENTS",2
493,"NENTWIG W, 1988, OECOLOGIA",4
117,"NEY RA, 2005, ENVIRONMENTAL MONITORING AND ASSESSMENT",2
448,"NEY RA, 2005, ENVIRONMENTAL MONITORING AND ASSESSMENT-a",2
440,"NICHOLLS CI, 2001, LANDSCAPE ECOLOGY",4
307,"NIEMINEN M, 2011, ECOLOGICAL APPLICATIONS",3
172,"NOIJ IGAM, 2012, JOURNAL OF ENVIRONMENTAL QUALITY",2
174,"NOIJ IGAM, 2013, SOIL USE AND MANAGEMENT",2
195,"NOORDIJK J, 2010, BIODIVERSITY AND CONSERVATION",3
498,"NORD M, 1991, BOUNDARY-LAYER METEOROLOGY",1
838,"NOWAK E, 2007, POLISH JOURNAL OF ECOLOGY",4
625,"NUUTINEN V, 2011, PEDOBIOLOGIA",3
58,"O'DONNELL TK, NA, UNIVERSITY OF MISSOURI LIBRARIES",2
101,"OAKLEY MJ, 2002, ",1
212,"OCAMPO C, 2006, WATER RESOURCES RESEARCH",2
477,"OGBUEHI SN, 1981, ",1
196,"OHLIGER R, 2010, THE SCIENCE OF THE TOTAL ENVIRONMENT",2
580,"OLECHOWICZ E, 2004, POLISH JOURNAL OF ECOLOGY-a",4
733,"OLECHOWICZ E, 2007, POLISH JOURNAL OF ECOLOGY",4
842,"OLEJNICZAK I, 2004, POLISH JOURNAL OF ECOLOGY",4
840,"OLEJNICZAK I, 2007, POLISH JOURNAL OF ECOLOGY",4
296,"OLSON DM, 2006, JOURNAL OF APPLIED ECOLOGY",4
688,"ORESZCZYN S, 1999, ",1
486,"OSBORNE PE, 1984, THE JOURNAL OF APPLIED ECOLOGY",1
338,"OTTENS HJ, 2014, ARDEA",3
263,"OTTO S, 2007, CHEMOSPHERE",2
249,"OTTO S, 2012, CHEMOSPHERE",2
443,"OTTO S, 2013, BIOSYSTEMS ENGINEERING",4
180,"OUTWARD R, 2008, JOURNAL OF INSECT SCIENCE (ONLINE)",4
763,"OWENS PN, 2007, SOIL USE AND MANAGEMENT",2
843,"OWINO JO, 2006, SOIL AND TILLAGE RESEARCH",2
316,"PÉREZ-SUÁREZ M, 2014, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",2
367,"PÄTZOLD S, 2007, SOIL USE AND MANAGEMENT",2
508,"PAINE LK, 2002, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",2
531,"PALMER WE, 1998, THE JOURNAL OF WILDLIFE MANAGEMENT",1
491,"PALMER WE, 2005, WILDLIFE SOCIETY BULLETIN",1
418,"PANEK M, 2000, ACTA ORNITHOLOGICA",1
650,"PANKAU RC, 2011, AGROFORESTRY SYSTEMS",2
514,"PAOLETTI MG, 1997, BIOLOGICAL AGRICULTURE & HORTICULTURE",4
168,"PARISH T, 1994, THE JOURNAL OF APPLIED ECOLOGY",1
235,"PARISH T, 1995, THE JOURNAL OF APPLIED ECOLOGY",1
114,"PARKYN SM, 2003, RESTORATION ECOLOGY",2
13,"PAUDEL BR, 2011, AGROFORESTRY SYSTEMS",2
129,"PAUDEL BR, 2011, APPLIED SOIL ECOLOGY",2
672,"PEÑA NM, 2003, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
355,"PEACH WJ, 2001, BIOLOGICAL CONSERVATION",3
372,"PEAK RG, 2004, THE AUK",1
408,"PEAK RG, 2006, JOURNAL OF WILDLIFE MANAGEMENT",1
208,"PELLISSIER V, 2004, ENVIRONMENTAL MANAGEMENT",1
311,"PEROVIĆ DJ, 2011, BIOCONTROL SCIENCE AND TECHNOLOGY",4
752,"PETERJOHN WT, 1984, ECOLOGY",2
378,"PETIT S, 1998, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",1
429,"PETROVAN SO, 2012, ANIMAL CONSERVATION",3
381,"PEYRET-GUZZON M, 2015, MYCORRHIZA",3
700,"PFIFFNER L, 2000, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
607,"PFIFFNER L, 2003, ",4
781,"PFIFFNER L, 2009, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
136,"PILON N, 2013, BIODIVERSITY DATA JOURNAL",3
4,"PINAY G, 1988, REGULATED RIVERS: RESEARCH & MANAGEMENT",2
576,"PLEIN M, 2013, ECOLOGY",3
201,"PLUSH CJ, 2012, THE JOURNAL OF WILDLIFE MANAGEMENT",1
731,"POOLE AE, 2013, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",2
844,"PUCKETT KM, 1995, ",1
578,"PULIDO-SANTACRUZ P, 2010, AGROFORESTRY SYSTEMS",1
358,"PYWELL RF, 2004, BIOLOGICAL CONSERVATION",3
461,"PYWELL RF, 2005, BIOLOGICAL CONSERVATION",4
232,"PYWELL RF, 2006, BIOLOGICAL CONSERVATION",3
726,"PYWELL RF, 2011, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
640,"PYWELL RF, 2011, JOURNAL OF INSECT CONSERVATION",3
359,"RÄSÄNEN K, 2013, ",2
815,"RÄTY M, 2006, ",2
608,"RÄTY M, 2008, AGRICULTURAL AND FOOD SCIENCE",2
499,"RÄTY M, 2009, NUTRIENT CYCLING IN AGROECOSYSTEMS",2
27,"RACHMAN A, 2004, SOIL SCIENCE SOCIETY OF AMERICA JOURNAL",2
590,"RACHMAN A, 2005, SOIL SCIENCE SOCIETY OF AMERICA JOURNAL",2
638,"RAEBEL EM, 2011, INSECT CONSERVATION AND DIVERSITY",3
16,"RAEBEL EM, 2012, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
404,"RAHMAN M, 2013, BIOLOGY AND FERTILITY OF SOILS",2
64,"RAHMAN MM, 2014, ITALIAN JOURNAL OF AGRONOMY",2
822,"RAMBONILAZA M, 2007, LANDSCAPE AND URBAN PLANNING",1
80,"RAMSDEN M, 2015, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
264,"RANDS MRW, 1986, THE JOURNAL OF APPLIED ECOLOGY",1
458,"RANDS MRW, 1987, BIOLOGICAL CONSERVATION",1
716,"RANJHA MH, 2014, JOURNAL OF INSECT CONSERVATION-a",4
185,"RANKINS A, 2001, WEED SCIENCE",2
128,"RANKINS A, 2005, WEED TECHNOLOGY",2
55,"RANTANEN EM, 2010, JOURNAL OF APPLIED ECOLOGY",3
154,"RASA K, 2006, ",2
742,"RASA K, 2011, ",2
609,"RASA K, 2013, SOIL USE AND MANAGEMENT",2
445,"RASMUSSEN JJ, 2011, ECOLOGICAL ENGINEERING",2
766,"RAYNOR GS, 1974, AGRICULTURAL METEOROLOGY",1
120,"REBERG-HORTON SC, 2010, RENEWABLE AGRICULTURE AND FOOD SYSTEMS",3
444,"REDDING MR, 2008, EUROPEAN JOURNAL OF SOIL SCIENCE",2
312,"REED T, 2002, ECOSYSTEMS",2
203,"REEDER KF, 2005, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",1
479,"RENOUF K, 2015, NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH",2
513,"RENWICK AR, 2011, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
217,"RENWICK AR, 2012, INTERNATIONAL JOURNAL FOR PARASITOLOGY",1
306,"REW LJ, 1996, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",3
686,"RIBIC CA, 2001, THE AMERICAN MIDLAND NATURALIST",1
234,"RICCI B, 2008, LANDSCAPE ECOLOGY",4
361,"RICCI B, 2011, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
286,"RIDDLE JD, 2008, JOURNAL OF WILDLIFE MANAGEMENT",1
344,"RIENS J, 2013, WETLANDS",2
189,"RIES L, 2001, JOURNAL OF ANIMAL ECOLOGY",1
588,"RIJN PCJ, 2006, ",4
509,"RIJN PCJ, 2010, ",4
340,"RIVEST D, 2014, AGROFORESTRY SYSTEMS",1
571,"ROBERTS WM, 2013, BIOLOGY AND FERTILITY OF SOILS",2
745,"ROY DB, 2003, PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON SERIES B, BIOLOGICAL SCIENCES",3
399,"ROY V, 2008, BIOLOGICAL CONSERVATION",1
729,"RUSS JM, 2002, BIOLOGICAL CONSERVATION",1
466,"RYSZKOWSKI L, 1993, HYDROBIOLOGIA",2
254,"RYSZKOWSKI L, 2007, ECOLOGICAL ENGINEERING",2
414,"SÁNCHEZ IA, 2009, AGROFORESTRY SYSTEMS",1
789,"SÁNCHEZ-MORENO S, 2007, BIOLOGY AND FERTILITY OF SOILS",4
582,"SALAZAR O, 2015, NUTRIENT CYCLING IN AGROECOSYSTEMS",2
483,"SANDERSON MA, 2001, JOURNAL OF ENVIRONMENTAL QUALITY",2
755,"SANTOS FB, 2015, ENVIRONMENTAL BIOLOGY OF FISHES",3
313,"SARTHOU JP, 2014, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
819,"SASKA P, 2007, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
356,"SAUER TJ, 2007, AGROFORESTRY SYSTEMS",1
620,"SAUSSURE S, 2015, AGRONOMY FOR SUSTAINABLE DEVELOPMENT",4
585,"SCHAUDER H, 1992, ZEITSCHRIFT FÜR PFLANZENERNÄHRUNG UND BODENKUNDE",2
242,"SCHEPER J, 2015, JOURNAL OF APPLIED ECOLOGY",3
213,"SCHLOSSER IJ, 1981, JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION",2
233,"SCHMIDT-ENTLING MH, 2009, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",4
659,"SCHMITT TJ, 1999, JOURNAL OF ENVIRONMENTAL QUALITY",2
736,"SCHMITZ MF, 2007, BIOLOGICAL CONSERVATION",1
143,"SCHNABEL RR, 1997, ENVIRONMENTAL MANAGEMENT",2
442,"SCHNEIDER S, 2012, APPLIED SOIL ECOLOGY",3
60,"SCHOONOVER JE, 2003, JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION",2
318,"SCHOONOVER JE, 2005, AGROFORESTRY SYSTEMS",2
793,"SCHOONOVER JE, 2006, WATER, AIR, AND SOIL POLLUTION",2
375,"SCHROEDER PD, 2008, COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS",2
24,"SCHULTZ RC, 1995, AGROFORESTRY SYSTEMS",2
548,"SEPP K, 2004, LANDSCAPE AND URBAN PLANNING",3
441,"SEYFULINA RR, 2010, ENTOMOLOGICAL REVIEW",4
124,"SHAW RF, 2015, PLOS ONE",3
39,"SHEN Z, 2010, CATENA",2
545,"SHEPPARD SC, 2006, CANADIAN JOURNAL OF SOIL SCIENCE",2
17,"SHERIDAN H, 2009, BIOLOGY & ENVIRONMENT: PROCEEDINGS OF THE ROYAL IRISH ACADEMY",3
379,"SIGSGAARD L, 2013, JOURNAL OF INSECT SCIENCE (ONLINE)",4
126,"SILVA M, 2008, THE AMERICAN MIDLAND NATURALIST",1
315,"SIRIWARDENA GM, 2012, ECOGRAPHY",3
276,"SITZIA T, 2006, PLANT ECOLOGY",1
403,"SITZIA T, 2013, IFOREST - BIOGEOSCIENCES AND FORESTRY",1
480,"SITZIA T, 2014, PLANT ECOLOGY",3
188,"SMILEY PC, 2007, AGRICULTURE, ECOSYSTEMS & ENVIRONMENT",1
709,"SMILEY PC, 2009, JAWRA JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION",2
178,"SMILEY PC, 2011, ECOLOGICAL ENGINEERING",2
673,"SMITH CM, 1989, NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH",2
529,"SMITH HL, 2010, BIOLOGICAL CONSERVATION",3
370,"SMITH IM, 2014, AGRICULTURAL AND FOREST ENTOMOLOGY",4
268,"SMITH IM, 2015, BIOLOGICAL CONTROL",4
740,"SMITH J, 2007, JOURNAL OF APPLIED ECOLOGY",3
485,"SMITH J, 2009, APPLIED SOIL ECOLOGY",3
748,"SMITH M, 2012, SOIL BIOLOGY AND BIOCHEMISTRY",2
56,"SMITH MD, 2005, THE WILSON BULLETIN",1
245,"SMITH MD, 2009, ",1
818,"SMITH TA, 2008, SOUTHEASTERN NATURALIST",1
335,"SMITH TE, 2014, BIOGEOCHEMISTRY",2
803,"SNYDER NJ, 1998, JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION",2
801,"SOBCZYK D, 2004, POLISH JOURNAL OF ECOLOGY",4
583,"SOBOTA DJ, 2011, ECOSYSTEMS",2
75,"SONI B, 2015, JOURNAL OF ENVIRONMENTAL QUALITY",2
827,"SOSNOSKIE LM, 2007, WEED SCIENCE",3
