"","data.lens_id","data.title","data.publication_type","data.year_published","first_name","last_name","initials","type","value","Author"
"160","128-195-997-346-382","NUTRIENT AND SEDIMENT REMOVAL BY SWITCHGRASS AND COOL-SEASON GRASS FILTER STRIPS IN CENTRAL IOWA, USA","journal article",1998,"Thomas M.","Isenhart","TM","magid","1978911463","Isenhart, TM"
"161","147-602-317-956-860","Nitrate and dissolved nitrous oxide in groundwater within cropped fields and riparian buffers","journal article",2009,"Thomas M.","Isenhart","TM","magid","1978911463","Isenhart, TM"
"162","170-939-487-720-479","Nitrous oxide emissions from riparian forest buffers, warm-season and cool-season grass filters, and crop fields","journal article",2009,"Thomas M.","Isenhart","TM","magid","1978911463","Isenhart, TM"
"163","028-802-252-344-012","Sediment and nutrient removal in an established multi-species riparian buffer.","journal article",2003,"Thomas M.","Isenhart","TM","magid","1978911463","Isenhart, TM"
"164","040-229-676-588-390","Soil respiration within riparian buffers and adjacent crop fields","journal article",2001,"Thomas M.","Isenhart","TM","magid","1978911463","Isenhart, TM"
"165","038-439-180-047-201","Soil-water infiltration under crops, pasture, and established riparian buffer in Midwestern USA","journal article",2002,"Thomas M.","Isenhart","TM","magid","1978911463","Isenhart, TM"
"166","056-448-774-024-709","Stream bank erosion adjacent to riparian forest buffers, row-crop fields, and continuously-grazed pastures along Bear Creek in central Iowa","journal article",2004,"Thomas M.","Isenhart","TM","magid","1978911463","Isenhart, TM"
"167","168-748-487-089-679","Contributing understanding of mitigation options for phosphorus and sediment to a review of the efficacy of contemporary agricultural stewardship measures.","journal article",2010,"Bob","Jackson","B","magid","2114540207","Jackson, B"
"168","095-156-275-712-769","Determining the cost of in-field mitigation options to reduce sediment and phosphorus loss","journal article",2013,"Bob","Jackson","B","magid","2114540207","Jackson, B"
"169","070-204-847-316-814","The impact of upland land management on flooding: results from an improved pasture hillslope","journal article",2009,"Bethanna","Jackson","B","magid","2123786699","Jackson, B"
"170","126-789-023-163-372","Improved field margins for a higher biodiversity in agricultural landscapes",NA,2007,"K.","Jacot","K","magid","3065846024","Jacot, K"
"171","009-196-964-211-246","Improved field margins highly increase slug activity in Switzerland","journal article",2012,"Katja","Jacot","K","magid","1273417835","Jacot, K"
"172","065-978-375-523-601","Spatial distribution of Metarhizium clade 1 in agricultural landscapes with arable land and different semi-natural habitats","journal article",2012,"K.","Jacot","K","magid","2670851849","Jacot, K"
"173","066-696-436-185-636","Effects of Swiss agri-environmental measures on arthropod biodiversity in arable landscapes","journal article",2007,"P.","Jeanneret","P","magid","2167241711","Jeanneret, P"
"174","004-703-632-577-796","Effects of Wildflower Strip Quality, Quantity, and Connectivity on Butterfly Diversity in a Swiss Arable Landscape","journal article",2010,"Philippe","Jeanneret","P","magid","2169862143","Jeanneret, P"
"175","102-419-673-874-978","Effect of shelterbelts on adjoining cultivated fields: patrolling intensity of carabid beetles [Carabidae] and spiders [Araneae]","journal article",2004,"A.","Kajak","A","magid","2976807732","Kajak, A"
"176","133-129-238-971-043","Effects of forested strips on spider assemblages in adjacent cereal fields: dispersal activity of spiders","journal article",2007,"A.","Kajak","A","magid","2671511903","Kajak, A"
"177","175-196-769-643-19X","Agroforestry and grass buffer effects on water quality in grazed pastures","journal article",2010,"Robert L.","Kallenbach","RL","magid","2132390630","Kallenbach, RL"
"178","192-254-811-022-071","Agroforestry and grass buffer effects on water quality on grazed pasture watersheds.",NA,2009,"R. L.","Kallenbach","RL","magid","3180674337","Kallenbach, RL"
"179","031-917-026-095-140","Agroforestry and grass buffer influences on water infiltration for a grazed pasture system.",NA,2009,"Robert L.","Kallenbach","RL","magid","2132390630","Kallenbach, RL"
"180","049-773-598-549-535","Experimental investigation of runoff reduction and sediment removal by vegetated filter strips","journal article",2004,"N. K.","Kaushik","NK","magid","2466309790","Kaushik, NK"
"181","019-338-493-505-312","GROUNDWATER NITRATE CONCENTRATIONS IN THE RIPARIAN ZONES OF TWO SOUTHERN ONTARIO STREAMS","journal article",1999,"N.K.","Kaushik","NK","magid","3058132985","Kaushik, NK"
"182","008-380-052-396-94X","Phosphorus removal in vegetated filter strips.","journal article",2003,"N. K.","Kaushik","NK","magid","2466309790","Kaushik, NK"
"183","039-417-821-306-699","Methane flux in cropland and adjacent riparian buffers with different vegetation covers.","journal article",2009,"Dong-Gill","Kim","D","magid","3172132651","Kim, D"
"184","085-627-940-653-689","Nitrous oxide and methane fluxes in riparian buffers and adjacent crop fields","dissertation",NA,"Dong-Gill","Kim","D","magid","3167403767","Kim, D"
"185","040-444-121-837-455","Farmland birds and the field boundary evaluation and grading system in Ireland",NA,2005,"Laura","Kirwan","L","magid","2632376671","Kirwan, L"
"186","026-509-531-770-449","Methods of enhancing botanical diversity within field margins of intensively managed grassland: a 7-year field experiment","journal article",2011,"Laura","Kirwan","L","magid","1999453829","Kirwan, L"
"187","081-820-338-234-026","Evaluation of fields and field margins in nature production capacity with special regard to plant protection","journal article",1997,"J.","Kiss","J","magid","2918686731","Kiss, J"
"188","032-673-637-913-382","Importance of various habitats in agricultural landscape related to integrated pest management: A preliminary study","journal article",1993,"J.","Kiss","J","magid","2656554574","Kiss, J"
"189","066-696-436-185-636","Effects of Swiss agri-environmental measures on arthropod biodiversity in arable landscapes","journal article",2007,"I.","Klaus","I","magid","2907503280","Klaus, I"
"190","004-703-632-577-796","Effects of Wildflower Strip Quality, Quantity, and Connectivity on Butterfly Diversity in a Swiss Arable Landscape","journal article",2010,"Iris","Klaus","I","magid","3055359434","Klaus, I"
"191","023-496-728-664-755","Attenuation of runoff and chemical loads in grass filter strips at two cattle feedlots, Minnesota, 1995-98","journal article",2003,"Stephen Charles","Komor","SC","magid","2651887918","Komor, SC"
"192","013-075-461-601-502","Nitrate in groundwater and water sources used by riparian trees in an agricultural watershed: A chemical and isotopic investigation in southern Minnesota","journal article",1996,"Stephen C.","Komor","SC","magid","35993009","Komor, SC"
"193","109-635-255-168-553","CARBON RESERVOIR AND BIOMASS IN CANADIAN PRAIRIE SHELTERBELTS","journal article",1998,"John","Kort","J","magid","2171070111","Kort, J"
"194","109-540-421-147-650","Effects of shelterbelts on snow distribution and sublimation","journal article",2011,"John","Kort","J","magid","2171070111","Kort, J"
"195","078-152-162-481-023","External economic benefits and social goods from prairie shelterbelts","journal article",2008,"John","Kort","J","magid","2171070111","Kort, J"
"196","025-590-746-838-505","Nitrogen Transfer to Forage Crops from a Caragana Shelterbelt","journal article",2015,"John","Kort","J","magid","2692276939","Kort, J"
"197","053-451-836-636-97X","Comparison of the Phosphorus Sorption Characteristics of a Conservation Reserve Buffer and an Adjacent Crop Field","journal article",2008,"John L.","Kovar","JL","magid","2519480210","Kovar, JL"
"198","098-063-655-815-248","Livestock grazing and vegetative filter strip buffer effects on runoff sediment, nitrate, and phosphorus losses","journal article",2010,"John L.","Kovar","JL","magid","2519480210","Kovar, JL"
"199","018-253-057-463-110","Phosphorus uptake during four years by different vegetative cover types in a riparian buffer","journal article",2007,"J. L.","Kovar","JL","magid","2672519493","Kovar, JL"
"200","069-958-402-712-115","Spatial patterns of sediment and phosphorus in a riparian buffer in western Iowa","journal article",2007,"John L.","Kovar","JL","magid","2117555699","Kovar, JL"
"201","072-802-531-827-848","Correlations between wireworm damages in potato fields and landscape structure at different scales","journal article",2012,"Bernhard","Kromp","B","magid","266310396","Kromp, B"
"202","091-494-753-015-391","Spatial Distribution of Flying Insects in an Organic Rye Field and an Adjacent Hedge and Forest Edge","journal article",1997,"B.","Kromp","B","magid","2635859285","Kromp, B"
"203","059-614-004-166-874","Applying red lists to the evaluation of agricultural habitat: regular occurrence of threatened birds, vascular plants, and bryophytes in field margins of Poland","journal article",2014,"Krzysztof","Kujawa","K","magid","2300580621","Kujawa, K"
"204","149-576-635-066-202","Effect of young midfield shelterbelts development on species richness of macrofungi communities and their functional structure","journal article",2008,"Krzysztof","Kujawa","K","magid","2300580621","Kujawa, K"
"205","188-482-898-782-603","Importance of young shelterbelts for breeding avifauna in agricultural landscape [Turew area, West Poland]","journal article",2004,"K.","Kujawa","K","magid","2974023335","Kujawa, K"
"206","104-810-886-064-658","Species richness and composition of bird communities in various field margins of Poland","journal article",2011,"Krzysztof","Kujawa","K","magid","2300580621","Kujawa, K"
"207","015-573-393-726-737","APEX model simulation of runoff and sediment losses for grazed pasture watersheds with agroforestry buffers","journal article",2010,"Sandeep","Kumar","S","magid","3180424817","Kumar, S"
"208","039-075-642-251-226","Agroforestry and Grass Buffer Influences on Macropores Measured by Computed Tomography under Grazed Pasture Systems","journal article",2010,"Sandeep","Kumar","S","magid","3180424817","Kumar, S"
"209","031-917-026-095-140","Agroforestry and grass buffer influences on water infiltration for a grazed pasture system.",NA,2009,"Sandeep","Kumar","S","magid","3180424817","Kumar, S"
"210","103-515-181-119-980","Agroforestry and grass buffers for improving soil hydraulic properties and reducing runoff and sediment losses from grazed pastures","dissertation",NA,"Sandeep","Kumar","S","magid","3171807434","Kumar, S"
"211","168-854-916-636-861","CT-measured macropores as affected by agroforestry and grass buffers for grazed pasture systems","journal article",2010,"Sandeep","Kumar","S","magid","3180424817","Kumar, S"
"212","114-634-177-859-258","Root length density and carbon content of agroforestry and grass buffers under grazed pasture systems in a Hapludalf","journal article",2010,"Sandeep","Kumar","S","magid","3180424817","Kumar, S"
"213","004-771-960-697-150","Soil hydraulic properties influenced by agroforestry and grass buffers for grazed pasture systems","journal article",2008,"Sandeep","Kumar","S","magid","3180424817","Kumar, S"
"214","040-105-031-136-536","Efficiency and dimensioning of riparian buffer zones in agricultural catchments","journal article",1997,"Valdo","Kuusemets","V","magid","2006603341","Kuusemets, V"
"215","072-405-755-894-709","Nitrogen and phosphorus transformation in riparian buffer zones of agricultural landscapes in Estonia","dissertation",1999,"Valdo","Kuusemets","V","magid","2471503772","Kuusemets, V"
"216","130-190-390-087-555","Ground beetles (Coleoptera, Carabidae) in an intensively managed vegetable crop landscape in eastern England.","journal article",2009,"D.","Labanowska-Bury","D","magid","2556882891","Labanowska-Bury, D"
"217","048-890-097-592-179","Relationships between beneficial invertebrates, field margin vegetation, and thrip damage in organic leek fields in eastern England","journal article",2010,"Dorota","Labanowska-Bury","D","magid","2629544079","Labanowska-Bury, D"
"218","114-583-662-648-553","Nesting success of birds in trees and shrubs in farmland hedges",NA,1988,"P. C.","Lack","PC","magid","3201138460","Lack, PC"
"219","074-197-517-203-385","The effects of severe hedge cutting on a breeding bird population","journal article",1987,"Peter C.","Lack","PC","magid","2336772887","Lack, PC"
"220","148-263-999-064-343","Gryllus pennsylvanicus (Orthoptera: Gryllidae): Laboratory Weed Seed Predation and Within Field Activity-Density","journal article",1999,"D. A.","Landis","DA","magid","2151890652","Landis, DA"
"221","098-821-253-045-21X","Influence of Noncrop Habitats on the Distribution of Eriborus terebrans (Hymenoptera: Ichneumonidae) in Cornfields","journal article",1997,"Douglas A.","Landis","DA","magid","2209132334","Landis, DA"
"222","082-091-227-062-603","Influence of Refuge Habitats and Cover Crops on Seasonal Activity-Density of Ground Beetles (Coleoptera: Carabidae) in Field Crops","journal article",1999,"Douglas A.","Landis","DA","magid","2209132334","Landis, DA"
"223","009-909-414-518-97X","Landscape structure and habitat management differentially influence insect natural enemies in an agricultural landscape","journal article",2012,"Douglas A.","Landis","DA","magid","2209132334","Landis, DA"
"224","061-714-212-871-260","Refuge habitats modify impact of insecticide disturbance on carabid beetle communities","journal article",2001,"Douglas A.","Landis","DA","magid","2209132334","Landis, DA"
"225","140-815-034-308-497","Weed seed loss due to predation in Michigan maize fields","journal article",1997,"Douglas A.","Landis","DA","magid","2209132334","Landis, DA"
"226","026-135-254-635-252","A 3-year field-scale monitoring of foliage-dwelling spiders (Araneae) in transgenic Bt maize fields and adjacent field margins","journal article",2006,"A.","Lang","A","magid","2714486801","Lang, A"
"227","141-452-852-502-431","How to catch foliage‐dwelling spiders (Araneae) in maize fields and their margins: a comparison of two sampling methods","journal article",2004,"A.","Lang","A","magid","2487959036","Lang, A"
"228","067-070-378-841-691","Field boundary habitats for wildlife, crop and environmental protection","book chapter",2001,"D.","Le Coeur","D","magid","2637458295","Le Coeur, D"
"229","028-917-029-117-685","Field margins plant assemblages: variation partitioning between local and landscape factors","journal article",1997,"Didier","Le Coeur","D","magid","2785881690","Le Coeur, D"
"230","132-380-117-709-640","Similarities in vegetation development of newly established herbaceous strips along contrasting European field boundaries","journal article",1998,"D.","Le Coeur","D","magid","2637458295","Le Coeur, D"
"231","128-195-997-346-382","NUTRIENT AND SEDIMENT REMOVAL BY SWITCHGRASS AND COOL-SEASON GRASS FILTER STRIPS IN CENTRAL IOWA, USA","journal article",1998,"K.-H.","Lee","K-","magid","2646321672","Lee, K-"
"232","038-439-180-047-201","Soil-water infiltration under crops, pasture, and established riparian buffer in Midwestern USA","journal article",2002,"K.-H.","Lee","K-","magid","2705540922","Lee, K-"
"233","129-271-467-499-857","Nutrient Interception by a Riparian Forest Buffer Strip from Adjacent Orchard near Reservoir: Two Case Studies in Taiwan",NA,2008,"Chung-Ming","Lin","C","magid","2353247364","Lin, C"
"234","120-461-617-171-612","Reducing herbicides and veterinary antibiotics losses from agroecosystems using vegetative buffers.","journal article",2011,"Chung-Ho","Lin","C","magid","2172060430","Lin, C"
"235","023-235-784-267-417","Diazinon and permethrin mitigation across a grass-wetland buffer.","journal article",2014,"Martin A.","Locke","MA","magid","2111173722","Locke, MA"
"236","017-819-127-998-254","Fluometuron Adsorption to Soil Influenced by Best Management Practices (BMPs) Established Filter Strip and Riparian Zones",NA,2003,"M. A.","Locke","MA","magid","2558214333","Locke, MA"
"237","121-065-354-641-96X","Influence of integrated watershed-scale agricultural conservation practices on lake water quality","journal article",2014,"Martin A.","Locke","MA","magid","2111173722","Locke, MA"
"238","026-135-254-635-252","A 3-year field-scale monitoring of foliage-dwelling spiders (Araneae) in transgenic Bt maize fields and adjacent field margins","journal article",2006,"C.","Ludy","C","magid","2668440904","Ludy, C"
"239","141-452-852-502-431","How to catch foliage‐dwelling spiders (Araneae) in maize fields and their margins: a comparison of two sampling methods","journal article",2004,"C.","Ludy","C","magid","2036535872","Ludy, C"
"240","099-545-086-180-93X","Do sown wildflower strips enhance the parasitism of lepidopteran pests in cabbage crops",NA,2003,"Henryk","Luka","H","magid","2073885539","Luka, H"
"241","066-696-436-185-636","Effects of Swiss agri-environmental measures on arthropod biodiversity in arable landscapes","journal article",2007,"H.","Luka","H","magid","2673012903","Luka, H"
"242","090-332-036-959-594","Impact of wildflower strips on biological control of cabbage lepidopterans","journal article",2008,"Henryk","Luka","H","magid","2073885539","Luka, H"
"243","126-789-023-163-372","Improved field margins for a higher biodiversity in agricultural landscapes",NA,2007,"Henryk","Luka","H","magid","2073885539","Luka, H"
"244","095-548-579-063-991","Impact of different land uses on the migration of two herbicides in a silt loam soil : unsaturated soil column displacement studies","journal article",2007,"I.","Madrigal","I","magid","2672675688","Madrigal, I"
"245","146-411-085-161-883","DEGRADACIÓN DE PLAGUICIDAS EN DISPOSITIVOS AMORTIGUADORES: BARRERAS DE HIERBA Y ZONAS ARBOLADAS: CASO DEL ISOPROTURON PESTICIDE DEGRADATION IN VEGETATIVE BUFFER STRIPS: GRASSED AND TREE BARRIERS: CASE OF ISOPROTURON",NA,2007,"Ismael","Madrigal","I","magid","2148535374","Madrigal, I"
"246","058-743-931-737-265","Aggregation and temporal stability of carabid beetle distributions in field and hedgerow habitats","journal article",2001,"E. J. P.","Marshall","EJP","magid","2679527388","Marshall, EJP"
"247","080-139-567-968-521","Arthropod abundance and diversity in differently vegetated margins of arable fields","journal article",1999,"E. J. P.","Marshall","EJP","magid","2679527388","Marshall, EJP"
"248","067-070-378-841-691","Field boundary habitats for wildlife, crop and environmental protection","book chapter",2001,"E. J. P.","Marshall","EJP","magid","2679527388","Marshall, EJP"
"249","155-691-175-864-748","Impacts of an agri-environment field margin prescription on the flora and fauna of arable farmland in different landscapes","journal article",2005,"E. J. P.","Marshall","EJP","magid","2679527388","Marshall, EJP"
"250","097-935-960-014-905","Impacts of field margins, landscape and crop on the distributions of Syrphidae on an arable farm",NA,2007,"E J P","Marshall","EJP","magid","2777650464","Marshall, EJP"
"251","132-380-117-709-640","Similarities in vegetation development of newly established herbaceous strips along contrasting European field boundaries","journal article",1998,"E. J. P.","Marshall","EJP","magid","2679527388","Marshall, EJP"
"252","083-412-860-749-866","The impact of landscape structure and sown grass margin strips on weed assemblages in arable crops and their boundaries","journal article",2009,"E. J. P.","Marshall","EJP","magid","2679527388","Marshall, EJP"
"253","020-713-595-267-906","The influence of sown margin strips, management and boundary structure on herbaceous field margin vegetation in two neighbouring farms in southern England","journal article",2001,"E. J. P.","Marshall","EJP","magid","2679527388","Marshall, EJP"
"254","056-244-188-471-763","Agri-environment schemes and butterflies: the utilisation of 6 m grass margins","journal article",2005,"Christopher F.","Mason","CF","magid","2614404664","Mason, CF"
"255","018-860-777-046-547","Agri-environment schemes and butterflies: the utilisation of two metre arable field margins","journal article",2006,"Christopher F.","Mason","CF","magid","2614404664","Mason, CF"
"256","020-369-517-335-627","Countryside Stewardship Scheme and butterflies: a study of plant and butterfly species richness","journal article",NA,"Christopher F.","Mason","CF","magid","2614404664","Mason, CF"
"257","150-041-085-682-063","Ecological development of field corner tree plantations on arable land","journal article",1992,"C.F.","Mason","CF","magid","2488763253","Mason, CF"
"258","086-063-765-305-77X","Influence of landscape and land-use on the distribution of breeding birds in farmland in eastern England","journal article",2000,"C. F.","Mason","CF","magid","2169347235","Mason, CF"
"259","046-706-622-716-331","Small mammal populations in relation to hedgerow structure in an arable landscape","journal article",2009,"C. F.","Mason","CF","magid","2169347235","Mason, CF"
"260","015-075-787-498-325","Denitrification in a coastal plain riparian zone contiguous to a heavily loaded swine wastewater spray field.","journal article",2004,"T. A.","Matheny","TA","magid","2574307034","Matheny, TA"
"261","002-248-790-080-705","Microbial Community Structure Across a Wastewater-Impacted Riparian Buffer Zone in the Southeastern Coastal Plain","journal article",2013,"T.A.","Matheny","TA","magid","3035904792","Matheny, TA"
"262","110-480-586-717-651","Nitrous oxide accumulation in soils from riparian buffers of a coastal plain watershed carbon/nitrogen ratio control.","journal article",2007,"T. A.","Matheny","TA","magid","2574307034","Matheny, TA"
"263","134-797-888-874-528","Effects of headland management on invertebrate communities in cereal fields","journal article",1992,"M.","Maudsley","M","magid","1925609584","Maudsley, M"
"264","097-095-789-567-42X","Spatial distribution patterns of predatory arthropods within an English hedgerow in early winter in relation to habitat variables","journal article",2001,"Martin","Maudsley","M","magid","2698835659","Maudsley, M"
"265","067-011-083-064-581","How Management of Grass Hedges Affects their Erosion Reduction Potential","journal article",2009,"K.C.","McGregor","KC","magid","3043996765","McGregor, KC"
"266","108-743-392-147-523","Runoff Through and Upslope of Contour Switchgrass Hedges","journal article",2012,"Keith C.","McGregor","KC","magid","2636487500","McGregor, KC"
"267","109-953-506-304-374","Runoff and soil loss from ultra-narrow row cotton plots with and without stiff-grass hedges","journal article",2007,"K. C.","McGregor","KC","magid","2305706538","McGregor, KC"
"268","068-617-156-096-270","Chloride concentration distribution under oak hedgerow: an indicator of the water-uptake zone of tree roots?","journal article",2014,"Philippe","Merot","P","magid","1989141265","Merot, P"
"269","120-256-806-131-465","Hedgerow impacts on soil-water transfer due to rainfall interception and root-water uptake","journal article",2008,"Philippe","Merot","P","magid","1989141265","Merot, P"
"270","052-494-986-045-941","High chloride concentrations in the soil and groundwater under an oak hedge in the West of France: an indicator of evapotranspiration and water movement","journal article",2009,"Philippe","Merot","P","magid","1989141265","Merot, P"
"271","039-717-634-771-012","Influence of a hedge surrounding bottomland on seasonal soil‐water movement","journal article",2003,"Philippe","Merot","P","magid","2763873611","Merot, P"
"272","014-239-802-860-09X","Nitrate attenuation in soil and shallow groundwater under a bottomland hedgerow in a European farming landscape","journal article",2012,"Philippe","Merot","P","magid","1989141265","Merot, P"
"273","077-608-833-486-121","Soil water movement under a bottomland hedgerow during contrasting meteorological conditions","journal article",2010,"Philippe","Merot","P","magid","1989141265","Merot, P"
"274","072-112-091-638-200","The effect of hedgerows on soil organic carbon storage in hillslopes","journal article",2003,"Philippe","Merot","P","magid","1989141265","Merot, P"
"275","197-430-645-554-460","Narrow Grass Hedge Effects on Phosphorus and Nitrogen in Runoff Following Manure and Fertilizer Application","journal article",2000,"T. B.","Moorman","TB","magid","2600237656","Moorman, TB"
"276","057-131-240-501-938","Narrow grass hedge effects on runoff and soil loss.","journal article",2000,"T. B.","Moorman","TB","magid","2600237656","Moorman, TB"
"277","018-253-057-463-110","Phosphorus uptake during four years by different vegetative cover types in a riparian buffer","journal article",2007,"T. B.","Moorman","TB","magid","2911599796","Moorman, TB"
"278","043-937-727-904-530","Rye Cover Crop and Gamagrass Strip Effects on NO3 Concentration and Load in Tile Drainage","journal article",2007,"Thomas B.","Moorman","TB","magid","2123581830","Moorman, TB"
"279","069-958-402-712-115","Spatial patterns of sediment and phosphorus in a riparian buffer in western Iowa","journal article",2007,"Thomas B.","Moorman","TB","magid","2123581830","Moorman, TB"
"280","047-022-834-071-036","A comparison of green lanes and field margins as bumblebee habitat in an arable landscape","journal article",2002,"J. O.","Mountford","JO","magid","2658743912","Mountford, JO"
"281","036-164-148-520-238","The conservation of arable plants on cereal field margins: An assessment of new agri-environment scheme options in England, UK","journal article",2007,"J. O.","Mountford","JO","magid","2649586665","Mountford, JO"
"282","107-390-616-512-079","Capacity of riparian buffer areas to reduce ammonium export originating from ditch network maintenance areas in peatlands drained for forestry","journal article",2011,"Mika","Nieminen","M","magid","3130902738","Nieminen, M"
"283","043-721-262-316-102","Local land use effects and regional environmental limits on earthworm communities in Finnish arable landscapes","journal article",2011,"Mervi","Nieminen","M","magid","2011986067","Nieminen, M"
"284","134-388-309-968-363","Retention of phosphorus in peatland buffer zones at six forested catchments in southern Finland","journal article",2008,"Mika","Nieminen","M","magid","3130902738","Nieminen, M"
"285","092-898-812-757-895","Community structure of soil-litter macrofauna in shelterbelt and adjacent crop field","journal article",2004,"E.","Olechowicz","E","magid","1972478770","Olechowicz, E"
"286","133-144-836-475-512","Soil and litter macrofauna in shelterbelts and in adjacent croplands: changes in community structure after tree planting","journal article",2007,"E.","Olechowicz","E","magid","1972478770","Olechowicz, E"
"287","039-864-150-804-471","Soil-litter macrofauna in the mixed forest and midfield shelterbelts of different age [Turew area, West Poland]","journal article",2004,"E.","Olechowicz","E","magid","2694091630","Olechowicz, E"
"288","036-456-610-975-852","Effect of a full-grown vegetative filter strip on herbicide runoff: maintaining of filter capacity over time.","journal article",2007,"Stefan","Otto","S","magid","2484470641","Otto, S"
"289","034-678-503-527-14X","Effect of vegetative filter strips on herbicide runoff under various types of rainfall.","journal article",2012,"Stefan","Otto","S","magid","2484470641","Otto, S"
"290","080-215-147-088-095","Herbicides runoff in vegetative filter strips: evaluation and validation of a recent rainfall return period model","journal article",2013,"Stefan","Otto","S","magid","2484470641","Otto, S"
"291","066-173-478-189-114","Insecticide drift and its effect on Kampimodromus aberrans (Oudemans) in an Italian vineyard-hedgerow system","journal article",2013,"S.","Otto","S","magid","3053178510","Otto, S"
"292","062-652-638-839-909","Denitrification and Nitrous Oxide Emissions in Annual Croplands, Perennial Grass Buffers, and Restored Perennial Grasslands","journal article",2014,"Timothy B.","Parkin","TB","magid","3026817438","Parkin, TB"
"293","039-417-821-306-699","Methane flux in cropland and adjacent riparian buffers with different vegetation covers.","journal article",2009,"Timothy B.","Parkin","TB","magid","3026817438","Parkin, TB"
"294","147-602-317-956-860","Nitrate and dissolved nitrous oxide in groundwater within cropped fields and riparian buffers","journal article",2009,"Timothy B.","Parkin","TB","magid","2140679796","Parkin, TB"
"295","170-939-487-720-479","Nitrous oxide emissions from riparian forest buffers, warm-season and cool-season grass filters, and crop fields","journal article",2009,"Timothy B.","Parkin","TB","magid","2140679796","Parkin, TB"
"296","043-937-727-904-530","Rye Cover Crop and Gamagrass Strip Effects on NO3 Concentration and Load in Tile Drainage","journal article",2007,"Timothy B.","Parkin","TB","magid","3026817438","Parkin, TB"
"297","026-587-762-351-747","Shallow groundwater denitrification rate measurement by acetylene block","journal article",1997,"Timothy B.","Parkin","TB","magid","3026817438","Parkin, TB"
"298","050-907-802-597-89X","Assessing habitat quality for butterflies on intensively managed arable farmland","journal article",2004,"Sandrine","Petit","S","magid","2805976163","Petit, S"
"299","053-830-117-088-153","Effects of landscape dynamics on the metapopulation of a ground beetle (Coleoptera, Carabidae) in a hedgerow network","journal article",1998,"Sandrine","Petit","S","magid","2805976163","Petit, S"
"300","099-921-237-201-045","Sown grass strips harbour high weed diversity but decrease weed richness in adjacent crops","journal article",2011,"Sandrine","Petit","S","magid","2462194467","Petit, S"
"301","045-981-249-151-693","The impact of sown grass strips on the spatial distribution of weed species in adjacent boundaries and arable fields","journal article",2012,"Sandrine","Petit","S","magid","2462194467","Petit, S"
"302","058-724-460-245-008","Does the presence of grassy strips and landscape grain affect the spatial distribution of aphids and their carabid predators","journal article",2012,"Manuel","Plantegenest","M","magid","2577431138","Plantegenest, M"
"303","102-590-921-559-273","Management of wireworm damage in maize fields using new, landscape-scale strategies","journal article",2015,"Manuel","Plantegenest","M","magid","335605033","Plantegenest, M"
"304","112-677-589-335-546","Molecular analysis reveals high compartmentalization in aphid-primary parasitoid networks and low parasitoid sharing between crop and noncrop habitats.","journal article",2014,"Manuel","Plantegenest","M","magid","335605033","Plantegenest, M"
"305","193-598-530-261-354","Bobwhite Nesting Ecology and Modern Agriculture: A Management Experiment",NA,1995,"K. Marc","Puckett","KM","magid","2332866815","Puckett, KM"
"306","081-296-681-189-981","Effects of foliar insecticides on survival of northern bobwhite quail chicks","journal article",1998,"K. M.","Puckett","KM","magid","2636185091","Puckett, KM"
"307","008-125-115-932-511","A wooded riparian strip set up for nitrogen removal can affect the water flux microbial composition","journal article",2014,"Mizanur Md.","Rahman","MM","magid","3039998318","Rahman, MM"
"308","058-706-321-707-453","Bacterial diversity of a wooded riparian strip soil specifically designed for enhancing the denitrification process","journal article",2013,"Mizanur Md.","Rahman","MM","orcid","0000-0003-4225-9451","Rahman, MM"
"309","036-556-226-795-548","Effect of hedgerow characteristics on partridge breeding densities","journal article",1986,"M. R. W.","Rands","MRW","magid","2717609878","Rands, MRW"
"310","068-669-359-350-27X","Hedgerow management for the conservation of partridges Perdix perdix and Alectoris rufa","journal article",1987,"M.R.W.","Rands","MRW","magid","2603965551","Rands, MRW"
"311","020-813-337-411-360","Buffer zone water repellency: effects of the management practice",NA,2006,"Kimmo","Rasa","K","magid","1484388629","Rasa, K"
"312","099-584-998-034-531","Compressive behaviour of the soil in buffer zones under different management practices in Finland","journal article",2008,"Kimmo","Rasa","K","magid","1484388629","Rasa, K"
"313","171-878-434-704-088","Nutrient retention by differently managed vegetation of buffer zones",NA,2006,"Kimmo","Rasa","K","magid","1484388629","Rasa, K"
"314","074-156-419-052-56X","Phosphorus and nitrogen cycles in the vegetation of differently managed buffer zones.","journal article",2009,"Kimmo","Rasa","K","magid","1484388629","Rasa, K"
"315","135-879-091-021-910","Physical properties of a boreal clay soil under differently managed perennial vegetation","dissertation",2011,"Kimmo","Rasa","K","magid","3005417640","Rasa, K"
"316","099-596-172-337-331","Structure and hydraulic properties of the boreal clay soil under differently managed buffer zones","journal article",2013,"Kimmo","Rasa","K","magid","1484388629","Rasa, K"
"317","174-841-365-777-135","Aquatic Condition Response to Riparian Buffer Establishment","journal article",2006,"Charles A.","Rewa","CA","magid","345764407","Rewa, CA"
"318","068-567-084-277-634","Bird Community Response to Filter Strips in Maryland","journal article",2011,"Charles A.","Rewa","CA","magid","241315796","Rewa, CA"
"319","080-086-175-670-914","Improving the farmland biodiversity value of riparian buffer strips: conflicts and compromises.","journal article",2012,"Duncan","Robertson","D","magid","2295855806","Robertson, D"
