Item.ID,Short.Title,Title.x,Year,Period,Google.Scholar.link,Vegetated.strip.description.info,Nation,Study.country,Study.location,Latitude,Longitude,all_outcomes_subcat,all_outcomes_group,Observational,Manipulative,Study.length..years.,Time.since.intervention..years.,Plot.scale,Field.scale,Farm.scale,Catchment.scale,Regional.scale,Not.described,Q1,Q2,Q3,Q4,Not.described.2,Conventional,Organic,Not.described.3,Livestock,Livestock.info,Cropped.fields..arable.,Cropped.fields..arable..info,Horticulture,Horticulture.info,Viticulture,Viticulture.info,Fruit..orchard.,Fruit..orchard..info,Grassland,Grassland.info,Other..please.specify.,Other..please.specify..2,Not.described.4,Not.described.info,Grasses,Grasses.info,Wildflowers,Wildflowers.info,Shrubs,Shrubs2,Hedgerow,Hedgerow.info,Trees,Trees.info,Other..please.specify..3,Other..please.specify..info,Not.described.5,Not.described.info.2,Within.field,Field.edge,Riparian,Not.described.6,Unmanaged,Unmanaged.info,Soil.amendment,Soil.amendment.info,Soil.disturbed,Soil.disturbed.info,Cut,Cut.info,Grazed,Grazed.info,Harvested,Harvested.info,Sown.planted,Sown.planted.info,Pesticide,Pesticide.info,Managed..other.,Managed..other..info,Not.described.7,Not.described.info.3,Strip.presence,Strip.presence.info,Strip.location,Strip.location.info,Strip.type..dimension.,Strip.type..dimension..info,Strip.type..structure.,Strip.type..structure..info,Strip.management,Strip.management.info,Vegetation.type,Vegetation.type.info,Response.to.management,Response.to.management.info,Other..please.specify..4,Other..please.specify..info.2,Transect.into.field.across.vegetative.strip,Transect.into.field.across.vegetative.strip.info,Not.described.8,Not.described.info.4,Biodiversity..aquatic.,Biodiversity..aquatic..info,Biodiversity..semi.aquatic.,Biodiversity..semi.aquatic..info,Biodiversity..terrestrial.,Biodiversity..terrestrial..info,Pollination,Pollination.info,Game.species,Game.species.info,Pest.control,Pest.control.info,Nutrients.N,Nutrients.N.info,Nutrients.P,Nutrients.P.info,Soil.loss.retention,Soil.loss.retention.info,Soil.sediment..chemical..not.N.P.,Soil.sediment..chemical..not.N.P..info,Water.chemistry.quality..not.N.P.,Water.chemistry.quality..not.N.P..info,Soil.sediment..physical.,Soil.sediment..physical..info,Water.loss.retention,Water.loss.retention.info,Economic..farming.,Economic..farming..info,GHGs,GHGs.info,Pesticides,Pesticides.info,Toxins,Toxins.info,Wind,Wind.info,GM.pollen,GM.pollen.info,Crop.yield.farming.outputs,Crop.yield.farming.outputs.info,Social,Social.info,Recreation,Recreation.info,Other..please.specify..5,Other..please.specify..info.3,Pathogens,Pathogens.info,Non.crop.yield,Non.crop.yield.info,Light,Light.info,Physical.habitat,Physical.habitat.info,Climate.microclimate,Climate.microclimate.info,Microbes,Microbes.info,Organism.physiology.condition,Organism.physiology.condition.info,Food,Fresh.water,Fibre.and.fuel,Biochemical.products,Genetic.materials,Climate.regulation,Hydrological.regimes,Pollution.control,Erosion.protection,Natural.hazards,Pest.regulation,Nutrient.cycling,Spiritual.and.inspirational,Recreational,Aesthetic,Educational,Biodiversity,Pollination2,Soil.formation,Comments,lensID,Title.y,data.abstract,distance
21568950,Le Bissonnais (2004),grass strip effects on runoff and soil loss,2004,2000-2004,http://scholar.google.co.uk/scholar?q=Grass+strip+effects+on+runoff+and+soil+loss&btnG=&hl=en&as_sdt=0%2C5,Grass strip,France,France,"Pays de Caux (Normandie, France)",49.711739,0.534497,Soil loss/retention;Water loss/retention,Soil physical;Soil physical,,Manipulative,2,2,Plot scale,,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),Winter wheat,,,,NA,,,,,,,,,Grasses,Ray grass,,,,,,,,,,,,,Within field,,,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,With versus without strip,,,Strip type (dimension),Strip width,,,,,,,,,,,Transect into field/across vegetative strip,,,NA,,,,,,,,,,,,,,,,,Soil loss/retention,"Sediment in runoff, cummulative soil loss",,,,,,,Water loss/retention,"Runoff, infiltration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,Hydrological regimes,,Erosion protection,,,,,,,NA,,,,,034-946-583-952-83X,grass strip effects on runoff and soil loss,"The effects of grass strips on runoff interception, sediment trapping and soil loss were studied during two agricultural seasons. Field studies, conducted on loamy soil susceptible to sealing, allowed the comparison of three situations corresponding to buffer strip widths of 0, 3 and 6 m located at the downslope end of a winter wheat field. In 1997-98 the 6-m grass strips led to an average increase in infiltration of 87% with a coefficient of variation of 16% in comparison with a situation where no grass strip was present. The 3-m grass strip showed a slightly lower and more variable efficiency (average: 80%, coefficient of variation: 19% in 97/98). Maximum grass strip infiltrability was estimated at about 50 mm/h. Grass strips reduced the event mean sediment concentration by a factor of four on average. Sediments deposited in the grass strip were enriched in sand and coarse silt, whereas exported sediments contained twice as much clay and fine silt as the soil surface horizon. Net soil loss from the field was decreased by 76% in 96/97 and by 98% in 97/98 for the 6-m grass strip.",0
21569075,Mankin (2007),"grass-shrub riparian buffer removal of sediment, phosphorus, and nitrogen from simulated runoff",2007,2005-2009,"http://scholar.google.co.uk/scholar?q=GRASS-SHRUB+RIPARIAN+BUFFER+REMOVAL+OF+SEDIMENT,+PHOSPHORUS,+AND+NITROGEN+FROM+SIMULATED+RUNOFF&btnG=&hl=en&as_sdt=0%2C5","Riparian buffer, vegetative filter strip",USA,"Kansas, USA","A tributary of the West Branch Mill Creek in the Flint Hills, Geary County,",38.998468,-96.792236,Nutrients N;Nutrients P;Soil loss/retention,Soil chemistry;Soil chemistry;Soil physical,Observational,,<1,7,,,,Catchment scale,,,,,Q3,Q4,,,,Not described,,,,,,,,NA,,,,,,,Not described,,Grasses,"Cool season grasses, downy brome, Natural warm season perennial grasses",,,,,,,Trees,American plum,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,Cool season grasses and downy brome; Natural warm season perennial grasses and American plum; Cool season grasses with downy brome and american plum,,NA,,,,,,,,,,,,,Nutrients N,"Nitrogen (NH4-N, NO3-N, total N) concetnrations and reductions in water outflow",Nutrients P,"Total P, dissolved P in outflow of water",Soil loss/retention,total suspended solids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,Pollution control,Erosion protection,,,Nutrient cycling,,,,NA,,,,,064-675-123-853-466,"grass-shrub riparian buffer removal of sediment, phosphorus, and nitrogen from simulated runoff",":  Riparian buffer forests and vegetative filter strips are widely recommended for improving surface water quality, but grass-shrub riparian buffer system (RBSs) are less well studied. The objective of this study was to assess the influence of buffer width and vegetation type on the key processes and overall reductions of total suspended solids (TSS), phosphorus (P), and nitrogen (N) from simulated runoff passed through established (7-year old) RBSs. Nine 1-m RBS plots, with three replicates of three vegetation types (all natural selection grasses, two-segment buffer with native grasses and plum shrub, and two-segment buffer with natural selection grasses and plum shrub) and widths ranging from 8.3 to 16.1 m, received simulated runoff having 4,433 mg/l TSS from on-site soil, 1.6 mg/l total P, and 20 mg/l total N. Flow-weighted samples were collected by using Runoff Sampling System (ROSS) units. The buffers were very efficient in removal of sediments, N, and P, with removal efficiencies strongly linked to infiltration. Mass and concentration reductions averaged 99.7% and 97.9% for TSS, 91.8% and 42.9% for total P, and 92.1% and 44.4% for total N. Infiltration alone could account for >75% of TSS removal, >90% of total P removal, and >90% of total N removal. Vegetation type induced significant differences in removal of TSS, total P, and total N. These results demonstrate that adequately designed and implemented grass-shrub buffers with widths of only 8 m provide for water quality improvement, particularly if adequate infiltration is achieved.",0
21568968,Leeds-Harrison (1999),grassed buffer strips for the control of nitrate leaching to surface waters in headwater catchments,1999,1995-1999,http://scholar.google.co.uk/scholar?q=Grassed+buffer+strips+for+the+control+of+nitrate+leaching+to+surface+waters+in+headwater+catchments&btnG=&hl=en&as_sdt=0%2C5,Grassed buffer strip,UK,UK,"Bedfordshire, Oxfordshire, Shropshire",52.135973,-0.466657,Nutrients N;Water loss/retention,Soil chemistry;Soil physical,,Manipulative,2,2,,,,Catchment scale,,,Q1,,,Q4,,,,Not described,,,Cropped fields (arable),Cereal,,,,NA,,,,,,,,,Grasses,"""The strips were sown with a general seed mix consisting mainly of Lolium perene L. (perennial ryegrass) and Festuca rubra L. (red fescue)""",,,,,,,,,,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,,Strip presence,Buffer versus no buffer,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,,Nutrients N,Stream water nitrate,,,,,,,,,,,Water loss/retention,"Stream discharge, water recession time and time to peak flow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,Hydrological regimes,Pollution control,,,,Nutrient cycling,,,,NA,,,,,029-491-286-007-883,grassed buffer strips for the control of nitrate leaching to surface waters in headwater catchments,NA,0
21568171,Cox (2014),grassland bird communities on conservation and marginal grasslands in an agricultural landscape,2014,2010-2014,http://scholar.google.co.uk/scholar?q=Grassland+bird+communities+on+conservation+and+marginal+grasslands+in+an+agricultural+landscape&btnG=&hl=en&as_sdt=0%2C5,Marginal grassland,USA,"Nebraska and Iowa, USA",Eastern Nebraska and western Iowa,multiple,multiple,Biodiversity (terrestrial),Biodiversity,Observational,,2,Not stated,,,,,Regional scale,,,Q2,,,,,,Not described,,,Cropped fields (arable),Row crops,,,,NA,,,,,,,,,Grasses,,,,,,,,,,,,,,,Field edge,,,Unmanaged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other (please specify),Marginal grasslands (field margins) compared with conservation areas,,,,NA,,,,,Biodiversity (terrestrial),"Common yellowthroat, dickcissel, grasshopper sparrow and sedge wren density",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,036-111-063-853-43X,grassland bird communities on conservation and marginal grasslands in an agricultural landscape,NA,0
21568154,Conover (2011),grassland bird nest ecology and survival in upland habitat buffers near wooded edges,2011,2010-2014,http://scholar.google.co.uk/scholar?q=Grassland+Bird+Nest+Ecology+and+Survival+in+Upland+Habitat+Buffers+Near+Wooded+Edges&btnG=&hl=en&as_sdt=0%2C5,Upland habitat buffer,USA,"Mississippi, USA","Lower Mississippi Alluvial Valley, Bird Conservation Region 26, Sunflower County",33.526164,-90.677305,Biodiversity (terrestrial),Biodiversity,,Manipulative,2,2,,,Farm scale,,,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),,,,,NA,,,,,,,,,Grasses,"Indian grass (Sorghastrum nutans), little bluestem (Schizachyrium scoparium), big bluestem (Andropogon gerardii), Bermuda grass (Cynodon dactylon), johnsongrass (Sorghum halepense)",,,,,,,,,Other (please specify),"partridge pea (Chamaecrista fasciculata), marestail (Conyza canadensis), seashore vervain (Verbena litoralis), goldenrod (Solidago spp.), common ragweed (Ambrosia artemisiifolia), giant ragweed (A. trifida), poison ivy (Toxicodendron radicans), curly dock (Rumex crispus), and Rubus spp.",,,,Field edge,,,,,,,,,,,,,,,Sown/planted,,Pesticide,"selective herbicide Imazapic (Plateau1, 0.29 L/ha)",,,,,,,,,Strip type (dimension),Narrow (10m) vs wide (25-45m) vs no buffer,,,,,,,,,,,,,,NA,,,,,Biodiversity (terrestrial),"Bird nest community, bird nest activity, bird nest site characteristics, bird nest survival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,089-483-582-783-963,grassland bird nest ecology and survival in upland habitat buffers near wooded edges,"Upland habitat buffers (i.e., strips of noncrop, herbaceous vegetation) that are established adjacent to wooded fencerows offer landowners an economical option to provide wildlife benefits within intensive agricultural landscapes. However, being located near a wooded edge may increase grassland bird vulnerability to edge effects through reduced nest survival. We examined nesting bird communities in field margins adjacent to wooded field edges with no buffer (i.e., control), narrow (approx. 10-m) buffers, and wide (approx. 30-m) buffers in an intensive agricultural system in the Lower Mississippi Alluvial Valley, United States. Dickcissel (Spiza americana) and red-winged blackbird (Agelaius phoeniceus) accounted for 97% of nests. Nest density was >7 times greater in wide buffers than in narrow. We modeled nest survival in Program MARK as a function of time (yr and season), nest-site, and local vegetation characteristics. Nest survival was influenced by among- and within-season temporal effects and local vegetation structure, but not by buffer width. Nest success varied substantially between years and within seasons for dickcissel (12.9% and 19.1% early in the seasons of 2003 and 2004, respectively), but not for red-winged blackbird (15.1%). Overall nest-success estimates were similar to noncrop, herbaceous strips elsewhere in the United States, though whether or not these estimates represent population sinks remains uncertain. Based on this research, we advocate integrating upland habitat buffers within intensive agricultural landscapes and emphasize the use of wide buffers when grassland-nesting birds are a conservation priority. 2011 The Wildlife Society.",0
21568659,Henningsen (2005),grassland bird use of riparian filter strips in southeast iowa,2005,2005-2009,http://scholar.google.co.uk/scholar?q=Grassland+bird+use+of+riparian+filter+strips+in+southeast+Iowa&btnG=&hl=en&as_sdt=0%2C5,Riparian filter strip,USA,"Iowa, USA","Henry, Jefferson, Keokuk, and Washington counties in the Southern Iowa Drift Plain",41.339706,-92.223667,Biodiversity (terrestrial);Soil/sediment (physical),Biodiversity;Soil physical,Observational,,2,Not stated,Plot scale,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,Cropped fields (arable),Corn/soybean,,,,NA,,,,,,,,,Grasses,"""(1) cool-season grasses, with adjacent woody veg- etation along the stream ( n = 6 ; hereafter referred to as cool, wooded); (2) cool-season grasses, no woody vegetation ( n = 14 ; cool, non- wooded); (3) warm-season grasses, woody vegeta- tion adjacent ( n = 7 ; warm, wooded); and (4) warm-season grasses, no woody vegetation ( n = 6 ; warm, non-wooded)""",,,,,,,,,Other (please specify),"""(1) cool-season grasses, with adjacent woody veg- etation along the stream ( n = 6 ; hereafter referred to as cool, wooded); (2) cool-season grasses, no woody vegetation ( n = 14 ; cool, non- wooded); (3) warm-season grasses, woody vegeta- tion adjacent ( n = 7 ; warm, wooded); and (4) warm-season grasses, no woody vegetation ( n = 6 ; warm, non-wooded)""",,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,Vegetation type,"""(1) cool-season grasses, with adjacent woody veg- etation along the stream ( n = 6 ; hereafter referred to as cool, wooded); (2) cool-season grasses, no woody vegetation ( n = 14 ; cool, non- wooded); (3) warm-season grasses, woody vegeta- tion adjacent ( n = 7 ; warm, wooded); and (4) warm-season grasses, no woody vegetation ( n = 6 ; warm, non-wooded)""",,,,,,,,NA,,,,,Biodiversity (terrestrial),"Vegetation vertical density, live height, dead height, percentage cover, species richness",,,,,,,,,,,,,,,,,Soil/sediment (physical),Litter depth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,Soil formation,,015-373-969-372-614,grassland bird use of riparian filter strips in southeast iowa,"Abstract The U.S. Department of Agriculture (USDA) under its Continuous Enrollment Conservation Reserve Program (CRP) has actively promoted establishment of conservation buffers. Although these programs are intended to benefit wildlife in addition to protecting soil and water resources, benefits to grassland birds may be compromised by narrow widths, presence of woody vegetation, and high predation pressure. During 2001 and 2002, we surveyed breeding grassland birds and searched for nests in 33 CRP filter strips that varied in planting mixture (cool-season vs. warm-season grasses) and adjacent edge type (non-wooded vs. wooded). The most abundant species in filter strips were red-winged blackbird (Agelaius phoeniceus), dickcissel (Spiza americana), song sparrow (Melospiza melodia), and common yellowthroat (Geothlypis trichas). Relative abundances of birds and nests were similar between cool-season and warm-season planting mixtures. Dickcissels and red-winged blackbirds and their nests were relatively less ...",0
21567952,Birkhofer (2014),grassy margins along organically managed cereal fields foster trait diversity and taxonomic distinctness of arthropod communities,2014,2010-2014,http://scholar.google.co.uk/scholar?q=Grassy+margins+along+organically+managed+cereal+fields+foster+trait+diversity+and+taxonomic+distinct&btnG=&hl=en&as_sdt=0%2C5,Grassy margin,Germany,Germany,"Northeim, Lower Saxony",51.700178,9.995906,Biodiversity (terrestrial),Biodiversity,Observational,,2,Not stated,,Field scale,,,,,,Q2,Q3,,,,Organic,,,,Cropped fields (arable),,,,,NA,,,,,,,,,Grasses,"""unsown boundary areas with the vegetation being dominated by grasses""",,,,,,,,,,,,,,Field edge,,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,,,,,,,Transect into field/across vegetative strip,,,NA,,,,,Biodiversity (terrestrial),"Arthropod abundance, species richness, diversity, and community composition ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,003-557-159-421-139,grassy margins along organically managed cereal fields foster trait diversity and taxonomic distinctness of arthropod communities,"It is not known if grassy margins contribute to the conservation of biodiversity if situated along organically managed cereal fields as the contrast in environmental conditions between fields and margins may be too small in absence of pesticide applications. Communities of spiders, ground beetles, true bugs and aphids were sampled in 2years along transects from the centre of organically managed cereal fields into adjacent grassy margins. Based on species richness, abundances, ecological and body size traits of species and taxonomic distinctness between species, communities were compared between organically managed cereal fields and their grassy margins. The species richness, abundance and variation in taxonomic distinctness of true bugs were significantly higher in grassy margins. For spiders and ground beetles, these metrics were either higher in cereal fields or did not differ significantly. At the species level, spiders living under stones or in soil crevices, as well as phytophagous ground beetles and true bugs that overwinter as eggs benefited from grassy margins. True bug communities in cereal fields were dominated by a few abundant species, whereas communities in margins were rather dominated by a few large species. Our comprehensive analyses highlight the importance of accounting for species identities and biology in biodiversity studies. The traits that characterised arthropod species that benefited from margins are not characteristic for pest species. Grassy margins along organic fields therefore represent an important agri-environmental scheme for the conservation of several arthropod taxa and margins should not be removed to increase the crop production area in organically managed cereal fields. (Less)",0
21568365,Ernoult (2013),"grassy strips in their landscape context, their role as new habitat for biodiversity",2013,2010-2014,"http://scholar.google.co.uk/scholar?q=Grassy+strips+in+their+landscape+context,+their+role+as+new+habitat+for+biodiversity&btnG=&hl=en&as_sdt=0%2C5","Grassy strip, hedgerow",France,France,"Brittany (48 36 N, 1 32 W)",48.599964,-1.533579,Biodiversity (terrestrial),Biodiversity,Observational,,2,2,,,,,Regional scale,,,Q2,Q3,,,,,Not described,,,,,,,,NA,,,,,,,Not described,,Grasses,,,,,,,,,,,,,,,Field edge,,,,,,,,,Cut,Mown between July and August,,,,,Sown/planted,,,,,,,,Strip presence,"Length of hedgerow network, hedgerow connectivity",,,Strip type (dimension),Grassy strip width and length,,,,,Vegetation type,Grassy strips versus hedgerows,,,,,Transect into field/across vegetative strip,,,NA,,,,,Biodiversity (terrestrial),"Plant species richness and evenness index; abundance, species richness, diversity and evenness of small mammals, syrphids and carabid beetles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,126-422-348-422-052,"grassy strips in their landscape context, their role as new habitat for biodiversity",NA,0
21568375,Eyre (2009),"ground beetles (coleoptera, carabidae) in an intensively managed vegetable crop landscape in eastern england",2009,2005-2009,"http://scholar.google.co.uk/scholar?q=Ground+beetles+(Coleoptera,+Carabidae)+in+an+intensively+managed+vegetable+crop+landscape+in+eastern&btnG=&hl=en&as_sdt=0%2C5",Field margin,UK,UK,"Benington, Lincolnshire (national grid reference TF4637)",52.993649,0.075391,Biodiversity (terrestrial),Biodiversity,,Manipulative,2,2,,Field scale,,,,,,Q2,Q3,,,Conventional,Organic,,,,Cropped fields (arable),"Cauliflower, leeks, cabbage, brocolli, calabrese",,,,NA,,,,,,,,,,,Wildflowers,"""Planted with a wild flower mixture containing Achillea millefolium L. (yarrow), Lotus corniculatus L. (birdsfoot trefoil), Silene dioica (L.) (red campion), Papaver rhoeas L. (poppy), Anthriscus sylvestris Hoffm. (cow parsley), Knautia arvensis (L.) (field scabious), Matricaria recutita L. (scented mayweed), Daucus carota L. (wild carrot), Onobrychis viciifolia Scop. (sainfoin) and Galium verum L. (lady’s bedstraw). Redidual Trifolium repens L. (white clover) and Lolium perenne L. (ryegrass) were also present""",,,,,,,Other (please specify),Regenerated vegetation,,,,Field edge,,,Unmanaged,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,Strip management,Planted with wildflowers versus unplanted (natural regeneration),,,,,,,Transect into field/across vegetative strip,,,NA,,,,,Biodiversity (terrestrial),Ground beetle abundance and species richness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,Comparison between management of marings is heavily confounded by farming system (margins only planted in organic fields),130-190-390-087-555,"ground beetles (coleoptera, carabidae) in an intensively managed vegetable crop landscape in eastern england.",NA,1
21569398,Pilon (2013),"ground beetles (coleoptera: carabidae) of rice field banks and restored habitats in an agricultural area of the po plain (lombardy, italy)",2013,2010-2014,http://scholar.google.co.uk/scholar?q=Ground+beetles+(Coleoptera:+Carabidae)+of+rice+field+banks+and+restored+habitats+in+an+agricultural+&btnG=&hl=en&as_sdt=0%2C5,Buffer strip,Italy,Italy,"Lacchiarella and Giussago (45 17 38.63 N, 9 8 52.08 E)",45.292931,9.146733,Biodiversity (terrestrial),Biodiversity,Observational,,2,Various,,,Farm scale,,,,,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),Rice,,,,NA,,,,,,,,,,,,,Shrubs,"""perimeter land of paddy fields taken out of production and converted into small wetlands and strips of permanent vegetation, planted with autochthonous shrubs and trees (mainly Quercus robur , Carpinus betulus , Fraxinus angustifolia , Crataegus monogyna , Prunus spinosa and Salix cinerea)""",,,Trees,"""perimeter land of paddy fields taken out of production and converted into small wetlands and strips of permanent vegetation, planted with autochthonous shrubs and trees (mainly Quercus robur , Carpinus betulus , Fraxinus angustifolia , Crataegus monogyna , Prunus spinosa and Salix cinerea)""",,,,,,,Riparian,,,,,,,,,,,,,,Sown/planted,,,,,,,,,,,,,,,,,,Vegetation type,Field banks versus herbaceous buffer strips versus arboreal buffer strips versus restored habitat,,,,,,,,NA,,,,,Biodiversity (terrestrial),Carabid species richness and composition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,018-547-085-811-470,"ground beetles (coleoptera: carabidae) of rice field banks and restored habitats in an agricultural area of the po plain (lombardy, italy)","An entomological investigation was carried out in an agricultural area, mainly rice fields, of the Po river plain, located in the municipalities of Lacchiarella (MI) and Giussago (PV) (Lombardy, Italy). In 2009 and 2010, ground beetles (Coleoptera: Carabidae) were sampled along rice field banks and in restored habitats, by means of pitfall traps. The area appeared as species-rich, compared to other anthropogenic habitats in the Po river pain. Most of the collected Carabids were species with a wide distribution in the Paleartic region, eurytopic and common in European agroecosystems. The assemblages were dominated by small-medium, macropterous species, with summer larvae. No endemic species were found. Species with southern distribution, rarely found north of the Po river, were also sampled. Amara littorea is recorded for the first time in Italy.",0
21569658,Smith (2015),ground cover and floral resources in shelterbelts increase the abundance of beneficial hymenopteran families,2015,2015-2016,http://scholar.google.co.uk/scholar?q=Ground+cover+and+floral+resources+in+shelterbelts+increase+the+abundance+of+beneficial+hymenopteran+&btnG=&hl=en&as_sdt=0%2C5,Shelterbelt,Australia,"Victoria, Australia","Yarra Valley, 40km east of Melbourne (37.72 S, 145.41 E)",-37.708019,145.302711,Biodiversity (terrestrial),Biodiversity,Observational,,<1,Not stated,,,,,Regional scale,,Q1,,,Q4,,Conventional,,,Livestock,,,,,,Viticulture,NA,,,,,,,,,,,,,,,,,Trees,Predominantly native Eucalyptus,,,,,,Field edge,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,"Leaf litter depth, grass height, vegetation cover, floral resource score and presence of introduced species. Riparian versus remnant vegetation.",,,,,,,,NA,,,,,Biodiversity (terrestrial),Hymenopteran abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,,,,NA,Biodiversity,,,,052-683-738-705-384,ground cover and floral resources in shelterbelts increase the abundance of beneficial hymenopteran families,"Hymenopteran parasitoids are important natural enemies of pest species in many agricultural crops, including grapes, and there is increasing interest in using habitat manipulation to enhance populations.
In the present study, we investigated which vegetation variables of shelterbelts are associated with increased hymenopteran family abundance by screening 60 shelterbelts adjacent to vineyards or pasture near Melbourne, Australia.
Associations between vegetation characteristics and parasitoid abundance, sampled five times at monthly intervals using canopy sticky traps, were investigated.
The presence of vineyard or pasture adjacent to the shelterbelt had no impact on hymenopteran family abundance within the shelterbelt. The availability of floral resources influenced a single family; the abundance of the Trichogrammatidae was doubled by the presence of canopy floral resources. By contrast, an increased abundance of some large Hymenoptera families was associated with a decreasing leaf litter depth and the proportion of introduced ground cover, an increased grass height and the amount of ground with vegetated cover.
These findings suggest that specific manipulations of shelterbelts could increase populations of beneficials to some degree, with potential effects on pests.",0
21569581,Schoonover (2003),ground water nitrate reduction in giant cane and forest riparian buffer zones,2003,2000-2004,http://scholar.google.co.uk/scholar?q=Ground+water+nitrate+reduction+in+giant+cane+and+forest+riparian+buffer+zones&btnG=&hl=en&as_sdt=0%2C5,Riparian buffer zone,USA,"Illinois, USA","Cypres Creek, southern Illinois",37.411369,-89.080864,"Nutrients N;Soil/sediment (chemical, not N/P);Water chemistry/quality (not N/P)",Soil chemistry;Soil chemistry;Soil chemistry,Observational,,1,Not stated,Plot scale,,,,,,Q1,Q2,Q3,Q4,,,,Not described,,,Cropped fields (arable),Corn-soybean,,,,NA,,,,,,,,,Grasses,Giant cane,,,,,,,Trees,"""mixed forest dominated by an overstory of box elder (Acer negundo L.) and green ash (Fraxinus pennsylvanica Marsh)""",,,,,,,Riparian,,,,,,,,,,,,,,,,,,,,Not described,,,,,,,,,,,,Vegetation type,Giant cane versus mixed forest buffer,,,,,Transect into field/across vegetative strip,,,NA,,,,,,,,,,,,,Nutrients N,Groundwater nitrate,,,,,"Soil/sediment (chemical, not N/P)",Litter and mineral soil carbon,Water chemistry/quality (not N/P),Groundwater chloride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,Pollution control,,,,Nutrient cycling,,,,NA,,,Soil formation,,007-751-667-195-881,ground water nitrate reduction in giant cane and forest riparian buffer zones,"ABSTRACT: Ground water contamination by excess nitrate leaching in row-crop fields is an important issue in intensive agricultural areas of the United States and abroad. Giant cane and forest riparian buffer zones were monitored to determine each cover type's ability to reduce ground water nitrate concentrations. Ground water was sampled at varying distances from the field edge to determine an effective width for maximum nitrate attenuation. Ground water samples were analyzed for nitrate concentrations as well as chloride concentrations, which were used as a conservative ion to assess dilution or concentration effects within the riparian zone. Significant nitrate reductions occurred in both the cane and the forest riparian buffer zones within the first 3.3 m, a relatively narrow width. In this first 3.3 m, the cane and forest buffer reduced ground water nitrate levels by 90 percent and 61 percent, respectively. Approximately 40 percent of the observed 99 percent nitrate reduction over the 10 m cane buffer could be attributed to dilution by upwelling ground water. Neither ground water dilution nor concentration was observed in the forest buffer. The ground water nitrate attenuation capabilities of the cane and forest riparian zones were not statistically different. During the spring, both plant assimilation and denitrification were probably important nitrate loss mechanisms, while in the summer nitrate was more likely lost via denitrification since the water table dropped below the rooting zone.",0
