"","data.lens_id","data.title","data.publication_type","data.year_published","first_name","last_name","initials","type","value","Author"
"822","021-253-273-393-530","Disturbance and landscape effects on avian nests in agricultural conservation buffers","journal article",2013,"Heidi L.","Adams","HL","magid","2309793450","Adams, HL"
"823","021-253-273-393-530","Disturbance and landscape effects on avian nests in agricultural conservation buffers","journal article",2013,"L. Wes","Burger","LW","magid","2150899759","Burger, LW"
"824","021-253-273-393-530","Disturbance and landscape effects on avian nests in agricultural conservation buffers","journal article",2013,"Samuel K.","Riffell","SK","magid","1977080723","Riffell, SK"
"825","007-487-002-906-765","Disturbance effects on early succession of field margins along the shaded and unshaded side of a tree lane","journal article",2006,"Benny","De Cauwer","B","magid","60885406","De Cauwer, B"
"826","007-487-002-906-765","Disturbance effects on early succession of field margins along the shaded and unshaded side of a tree lane","journal article",2006,"Dirk","Reheul","D","magid","697919353","Reheul, D"
"827","007-487-002-906-765","Disturbance effects on early succession of field margins along the shaded and unshaded side of a tree lane","journal article",2006,"Katrien","D’hooghe","K","magid","2974045747","D’hooghe, K"
"828","007-487-002-906-765","Disturbance effects on early succession of field margins along the shaded and unshaded side of a tree lane","journal article",2006,"Ivan","Nijs","I","magid","2162349967","Nijs, I"
"829","007-487-002-906-765","Disturbance effects on early succession of field margins along the shaded and unshaded side of a tree lane","journal article",2006,"Ann","Milbau","A","magid","2420702842","Milbau, A"
"830","070-043-160-900-85X","Diversifying Agricultural Catchments by Incorporating Tallgrass Prairie Buffer Strips","journal article",2013,"Sarah M.","Hirsh","SM","magid","2635499295","Hirsh, SM"
"831","070-043-160-900-85X","Diversifying Agricultural Catchments by Incorporating Tallgrass Prairie Buffer Strips","journal article",2013,"Catherine M.","Mabry","CM","magid","2141218152","Mabry, CM"
"832","070-043-160-900-85X","Diversifying Agricultural Catchments by Incorporating Tallgrass Prairie Buffer Strips","journal article",2013,"Lisa A.","Schulte","LA","magid","2222682746","Schulte, LA"
"833","070-043-160-900-85X","Diversifying Agricultural Catchments by Incorporating Tallgrass Prairie Buffer Strips","journal article",2013,"Matt","Liebman","M","magid","2097462475","Liebman, M"
"834","012-199-787-995-212","Diversifying monoculture crops by incorporating prairie buffer strips","dissertation",NA,"Sarah M.","Hirsh","SM","magid","2635499295","Hirsh, SM"
"835","026-290-324-420-32X","Diversity and community structure of soil Oribatida (Acari) in an arable field with alluvial soils","journal article",2012,"Peter","Ľuptáčik","P","magid","1208720551","Ľuptáčik, P"
"836","026-290-324-420-32X","Diversity and community structure of soil Oribatida (Acari) in an arable field with alluvial soils","journal article",2012,"Dana","Miklisová","D","magid","40838879","Miklisová, D"
"837","026-290-324-420-32X","Diversity and community structure of soil Oribatida (Acari) in an arable field with alluvial soils","journal article",2012,"Ľubomír","Kováč","Ľ","magid","1257182947","Kováč, Ľ"
"838","047-899-010-882-486","Do Field Margins Enrich the Diet of the Eurasian Skylark Alauda arvensis on Intensive Farmland","journal article",2014,"H.J.","Ottens","HJ","magid","2164446641","Ottens, HJ"
"839","047-899-010-882-486","Do Field Margins Enrich the Diet of the Eurasian Skylark Alauda arvensis on Intensive Farmland","journal article",2014,"M.W.","Kuiper","MW","magid","2471788607","Kuiper, MW"
"840","047-899-010-882-486","Do Field Margins Enrich the Diet of the Eurasian Skylark Alauda arvensis on Intensive Farmland","journal article",2014,"Heiner","Flinks","H","magid","2335989194","Flinks, H"
"841","047-899-010-882-486","Do Field Margins Enrich the Diet of the Eurasian Skylark Alauda arvensis on Intensive Farmland","journal article",2014,"J.","van Ruijven","J","magid","2343864653","van Ruijven, J"
"842","047-899-010-882-486","Do Field Margins Enrich the Diet of the Eurasian Skylark Alauda arvensis on Intensive Farmland","journal article",2014,"Henk","Siepel","H","magid","2257045720","Siepel, H"
"843","047-899-010-882-486","Do Field Margins Enrich the Diet of the Eurasian Skylark Alauda arvensis on Intensive Farmland","journal article",2014,"B.J.","Koks","BJ","magid","2637881933","Koks, BJ"
"844","047-899-010-882-486","Do Field Margins Enrich the Diet of the Eurasian Skylark Alauda arvensis on Intensive Farmland","journal article",2014,"Frank","Berendse","F","magid","1976270335","Berendse, F"
"845","047-899-010-882-486","Do Field Margins Enrich the Diet of the Eurasian Skylark Alauda arvensis on Intensive Farmland","journal article",2014,"G.R.","de Snoo","GR","magid","2704769521","de Snoo, GR"
"846","062-596-523-853-58X","Do field margin characteristics influence songbird nest‐site selection in adjacent hedgerows?","journal article",2010,"Chas A.","Holt","CA","magid","2139008246","Holt, CA"
"847","062-596-523-853-58X","Do field margin characteristics influence songbird nest‐site selection in adjacent hedgerows?","journal article",2010,"Philip W.","Atkinson","PW","magid","2131170117","Atkinson, PW"
"848","062-596-523-853-58X","Do field margin characteristics influence songbird nest‐site selection in adjacent hedgerows?","journal article",2010,"Juliet A.","Vickery","JA","magid","2151746401","Vickery, JA"
"849","062-596-523-853-58X","Do field margin characteristics influence songbird nest‐site selection in adjacent hedgerows?","journal article",2010,"Robert J.","Fuller","RJ","magid","2096759130","Fuller, RJ"
"850","073-094-003-713-013","Do forest-dwelling plant species disperse along landscape corridors?","journal article",2013,"Jaan","Liira","J","magid","2061856140","Liira, J"
"851","073-094-003-713-013","Do forest-dwelling plant species disperse along landscape corridors?","journal article",2013,"Taavi","Paal","T","magid","2060347564","Paal, T"
"852","053-181-881-442-026","Do randomly placed riparian conservation land-uses improve stream water quality in Iowa, USA?","journal article",2011,"George N.","Zaimes","GN","magid","1988709475","Zaimes, GN"
"853","053-181-881-442-026","Do randomly placed riparian conservation land-uses improve stream water quality in Iowa, USA?","journal article",2011,"Richard C.","Schultz","RC","magid","2170959804","Schultz, RC"
"854","099-545-086-180-93X","Do sown wildflower strips enhance the parasitism of lepidopteran pests in cabbage crops",NA,2003,"Lukas","Pfiffner","L","magid","2136241453","Pfiffner, L"
"855","099-545-086-180-93X","Do sown wildflower strips enhance the parasitism of lepidopteran pests in cabbage crops",NA,2003,"L.","Merkelbach","L","magid","2343608632","Merkelbach, L"
"856","099-545-086-180-93X","Do sown wildflower strips enhance the parasitism of lepidopteran pests in cabbage crops",NA,2003,"Henryk","Luka","H","magid","2073885539","Luka, H"
"857","101-150-316-380-050","Does hedgerow management on organic farms benefit small mammal populations","journal article",2008,"Felicity Siân","Bates","FS","magid","2179940738","Bates, FS"
"858","101-150-316-380-050","Does hedgerow management on organic farms benefit small mammal populations","journal article",2008,"Stephen","Harris","S","magid","3183608676","Harris, S"
"859","058-724-460-245-008","Does the presence of grassy strips and landscape grain affect the spatial distribution of aphids and their carabid predators","journal article",2012,"Diab Al","Hassan","DA","magid","2170638175","Hassan, DA"
"860","058-724-460-245-008","Does the presence of grassy strips and landscape grain affect the spatial distribution of aphids and their carabid predators","journal article",2012,"Ewen","Georgelin","E","magid","1925229778","Georgelin, E"
"861","058-724-460-245-008","Does the presence of grassy strips and landscape grain affect the spatial distribution of aphids and their carabid predators","journal article",2012,"Thomas","Delattre","T","magid","1798647414","Delattre, T"
"862","058-724-460-245-008","Does the presence of grassy strips and landscape grain affect the spatial distribution of aphids and their carabid predators","journal article",2012,"Francoise","Burel","F","magid","2277833683","Burel, F"
"863","058-724-460-245-008","Does the presence of grassy strips and landscape grain affect the spatial distribution of aphids and their carabid predators","journal article",2012,"Manuel","Plantegenest","M","magid","335605033","Plantegenest, M"
"864","058-724-460-245-008","Does the presence of grassy strips and landscape grain affect the spatial distribution of aphids and their carabid predators","journal article",2012,"Pavel","Kindlmann","P","magid","2576296738","Kindlmann, P"
"865","058-724-460-245-008","Does the presence of grassy strips and landscape grain affect the spatial distribution of aphids and their carabid predators","journal article",2012,"Alain","Butet","A","magid","1795853739","Butet, A"
"866","015-342-071-992-41X","Does tree harvesting in streamside management zones adversely affect stream turbidity?—preliminary observations from an Australian case study","journal article",2010,"Daniel G.","Neary","DG","magid","3099275527","Neary, DG"
"867","015-342-071-992-41X","Does tree harvesting in streamside management zones adversely affect stream turbidity?—preliminary observations from an Australian case study","journal article",2010,"Philip J.","Smethurst","PJ","magid","2397313667","Smethurst, PJ"
"868","015-342-071-992-41X","Does tree harvesting in streamside management zones adversely affect stream turbidity?—preliminary observations from an Australian case study","journal article",2010,"Brenda R.","Baillie","BR","magid","2163099322","Baillie, BR"
"869","015-342-071-992-41X","Does tree harvesting in streamside management zones adversely affect stream turbidity?—preliminary observations from an Australian case study","journal article",2010,"Kevin C.","Petrone","KC","magid","2015131594","Petrone, KC"
"870","015-342-071-992-41X","Does tree harvesting in streamside management zones adversely affect stream turbidity?—preliminary observations from an Australian case study","journal article",2010,"WE","Cotching","W","magid","1578605781","Cotching, W"
"871","015-342-071-992-41X","Does tree harvesting in streamside management zones adversely affect stream turbidity?—preliminary observations from an Australian case study","journal article",2010,"Craig","Baillie","C","magid","2304958632","Baillie, C"
"872","046-962-971-580-754","Dry matter yield and herbage quality of field margin vegetation as a function of vegetation development and management regime","journal article",2006,"Benny","De Cauwer","B","magid","60885406","De Cauwer, B"
"873","046-962-971-580-754","Dry matter yield and herbage quality of field margin vegetation as a function of vegetation development and management regime","journal article",2006,"Dirk","Reheul","D","magid","697919353","Reheul, D"
"874","046-962-971-580-754","Dry matter yield and herbage quality of field margin vegetation as a function of vegetation development and management regime","journal article",2006,"Ivan","Nijs","I","magid","2162349967","Nijs, I"
"875","046-962-971-580-754","Dry matter yield and herbage quality of field margin vegetation as a function of vegetation development and management regime","journal article",2006,"Ann","Milbau","A","magid","2420702842","Milbau, A"
"876","074-806-303-734-480","EFFECTIVE SUSPENDED SEDIMENT AND SOLUBLE NUTRIENT LOAD MITIGATION IN IRRIGATED AGRICULTURAL RETURN FLOWS THROUGH THE USE OF VEGETATIVE FILTER STRIPS","dissertation",2013,"Brian William","Bodah","BW","magid","2655011100","Bodah, BW"
"877","120-803-075-001-367","EFFECTS OF GRASSED BUFFER STRIP MANAGEMENT ON POTENTIAL DENITRIFICATION IN A BELGIAN AGRICULTURAL WATERSHED",NA,2003,"Marie","Cors","M","magid","1994488532","Cors, M"
"878","120-803-075-001-367","EFFECTS OF GRASSED BUFFER STRIP MANAGEMENT ON POTENTIAL DENITRIFICATION IN A BELGIAN AGRICULTURAL WATERSHED",NA,2003,"Bernard","Tychon","B","magid","335205861","Tychon, B"
"879","023-372-284-324-156","EROSION CONTROL PRACTICES INTEGRATED WITH POLYACRYLAMIDE TO REDUCE SEDIMENT LOSS IN FURROW IRRIGATION","journal article",2005,"Brian G.","Leib","BG","magid","1999538590","Leib, BG"
"880","023-372-284-324-156","EROSION CONTROL PRACTICES INTEGRATED WITH POLYACRYLAMIDE TO REDUCE SEDIMENT LOSS IN FURROW IRRIGATION","journal article",2005,"Cristoti A.","Redulla","CA","magid","2090112788","Redulla, CA"
"881","023-372-284-324-156","EROSION CONTROL PRACTICES INTEGRATED WITH POLYACRYLAMIDE TO REDUCE SEDIMENT LOSS IN FURROW IRRIGATION","journal article",2005,"R. G.","Stevens","RG","magid","2666275103","Stevens, RG"
"882","023-372-284-324-156","EROSION CONTROL PRACTICES INTEGRATED WITH POLYACRYLAMIDE TO REDUCE SEDIMENT LOSS IN FURROW IRRIGATION","journal article",2005,"Gary R.","Matthews","GR","magid","2103343034","Matthews, GR"
"883","023-372-284-324-156","EROSION CONTROL PRACTICES INTEGRATED WITH POLYACRYLAMIDE TO REDUCE SEDIMENT LOSS IN FURROW IRRIGATION","journal article",2005,"D. A.","Strausz","DA","magid","2628201102","Strausz, DA"
"884","061-626-168-406-432","Earthworm assemblages as affected by field margin strips and tillage intensity: An on-farm approach","journal article",2015,"Stephen","Crittenden","S","magid","1964914916","Crittenden, S"
"885","061-626-168-406-432","Earthworm assemblages as affected by field margin strips and tillage intensity: An on-farm approach","journal article",2015,"E.","Huerta","E","magid","2555804061","Huerta, E"
"886","061-626-168-406-432","Earthworm assemblages as affected by field margin strips and tillage intensity: An on-farm approach","journal article",2015,"R.G.M.","de Goede","RGM","magid","2104763658","de Goede, RGM"
"887","061-626-168-406-432","Earthworm assemblages as affected by field margin strips and tillage intensity: An on-farm approach","journal article",2015,"Mirjam M.","Pulleman","MM","magid","1984250100","Pulleman, MM"
"888","072-698-497-216-295","Earthworm composition, diversity and biomass under three land use systems in south-eastern Australia","journal article",2015,"Daniela","Carnovale","D","magid","2556627414","Carnovale, D"
"889","072-698-497-216-295","Earthworm composition, diversity and biomass under three land use systems in south-eastern Australia","journal article",2015,"Geoff H.","Baker","GH","magid","2165014979","Baker, GH"
"890","072-698-497-216-295","Earthworm composition, diversity and biomass under three land use systems in south-eastern Australia","journal article",2015,"Andrew","Bissett","A","magid","766187526","Bissett, A"
"891","072-698-497-216-295","Earthworm composition, diversity and biomass under three land use systems in south-eastern Australia","journal article",2015,"Peter H.","Thrall","PH","magid","320398854","Thrall, PH"
"892","150-041-085-682-063","Ecological development of field corner tree plantations on arable land","journal article",1992,"Sarah A.","Hughes-Clarke","SA","magid","2319379436","Hughes-Clarke, SA"
"893","150-041-085-682-063","Ecological development of field corner tree plantations on arable land","journal article",1992,"Christopher F.","Mason","CF","magid","2614404664","Mason, CF"
"894","039-283-365-632-704","Ecological restoration on farmland can drive beneficial functional responses in plant and invertebrate communities","journal article",2010,"Richard F.","Pywell","RF","magid","2047440332","Pywell, RF"
"895","039-283-365-632-704","Ecological restoration on farmland can drive beneficial functional responses in plant and invertebrate communities","journal article",2010,"W. R.","Meek","WR","magid","2114800705","Meek, WR"
"896","039-283-365-632-704","Ecological restoration on farmland can drive beneficial functional responses in plant and invertebrate communities","journal article",2010,"R.G.","Loxton","RG","magid","2707873085","Loxton, RG"
"897","039-283-365-632-704","Ecological restoration on farmland can drive beneficial functional responses in plant and invertebrate communities","journal article",2010,"Marek","Nowakowski","M","magid","2025371813","Nowakowski, M"
"898","039-283-365-632-704","Ecological restoration on farmland can drive beneficial functional responses in plant and invertebrate communities","journal article",2010,"Claire","Carvell","C","magid","2196564994","Carvell, C"
"899","039-283-365-632-704","Ecological restoration on farmland can drive beneficial functional responses in plant and invertebrate communities","journal article",2010,"Ben A.","Woodcock","BA","magid","2089523211","Woodcock, BA"
"900","021-935-690-694-156","Economic Analysis of Climate Change Best Management Practices in Vermont Agriculture","journal article",2015,"Alexander Paul","Helling","AP","magid","2643728690","Helling, AP"
"901","021-935-690-694-156","Economic Analysis of Climate Change Best Management Practices in Vermont Agriculture","journal article",2015,"David S.","Conner","DS","magid","2169119714","Conner, DS"
"902","021-935-690-694-156","Economic Analysis of Climate Change Best Management Practices in Vermont Agriculture","journal article",2015,"Sarah N.","Heiss","SN","magid","1999024183","Heiss, SN"
"903","021-935-690-694-156","Economic Analysis of Climate Change Best Management Practices in Vermont Agriculture","journal article",2015,"Linda","Berlin","L","magid","2170031633","Berlin, L"
"904","112-757-349-871-171","Economic evaluation of on‐farm conservation practices in the great lakes region of North America","journal article",1999,"D. Peter","Stonehouse","DP","magid","350913752","Stonehouse, DP"
"905","137-827-292-132-666","Ecosystem Restoration Water Quality Changes from Riparian Buffer Restoration in Connecticut",NA,2000,"J. C.","Clausen","JC","magid","2441628130","Clausen, JC"
"906","137-827-292-132-666","Ecosystem Restoration Water Quality Changes from Riparian Buffer Restoration in Connecticut",NA,2000,"K.","Guillard","K","magid","2671966151","Guillard, K"
"907","137-827-292-132-666","Ecosystem Restoration Water Quality Changes from Riparian Buffer Restoration in Connecticut",NA,2000,"C. M.","Sigmund","CM","magid","2174433745","Sigmund, CM"
"908","137-827-292-132-666","Ecosystem Restoration Water Quality Changes from Riparian Buffer Restoration in Connecticut",NA,2000,"K. Martin","Dors","KM","magid","2662070118","Dors, KM"
"909","012-382-877-387-400","Ecosystem services of riparian areas: Stream bank stability and avian habitat","dissertation",NA,"Sara Alexandra","Berges","SA","magid","2524405276","Berges, SA"
"910","070-129-859-863-682","Effect and design of buffer zones in the Nordic climate: The influence of width, amount of surface runoff, seasonal variation and vegetation type on retention efficiency for nutrient and particle runoff","journal article",2005,"Nina","Syversen","N","magid","2941113392","Syversen, N"
"911","019-277-282-389-685","Effect of Controlled Drainage and Vegetative Buffers on Drainage Water Quality from Wastewater Irrigated Fields","journal article",2006,"Z.","Jia","Z","magid","2325426315","Jia, Z"
"912","019-277-282-389-685","Effect of Controlled Drainage and Vegetative Buffers on Drainage Water Quality from Wastewater Irrigated Fields","journal article",2006,"Robert O.","Evans","RO","magid","2584434133","Evans, RO"
"913","019-277-282-389-685","Effect of Controlled Drainage and Vegetative Buffers on Drainage Water Quality from Wastewater Irrigated Fields","journal article",2006,"J. T.","Smith","JT","magid","2428963227","Smith, JT"
"914","173-725-585-059-659","Effect of Vegetation Management on Bird Habitat in Riparian Buffer Zones","journal article",2008,"Timothy A.","Smith","TA","magid","2908334489","Smith, TA"
"915","173-725-585-059-659","Effect of Vegetation Management on Bird Habitat in Riparian Buffer Zones","journal article",2008,"Deanna L.","Osmond","DL","magid","2114753082","Osmond, DL"
"916","173-725-585-059-659","Effect of Vegetation Management on Bird Habitat in Riparian Buffer Zones","journal article",2008,"Christopher E.","Moorman","CE","magid","2171839722","Moorman, CE"
"917","173-725-585-059-659","Effect of Vegetation Management on Bird Habitat in Riparian Buffer Zones","journal article",2008,"Jon M.","Stucky","JM","magid","2983566939","Stucky, JM"
"918","036-456-610-975-852","Effect of a full-grown vegetative filter strip on herbicide runoff: maintaining of filter capacity over time.","journal article",2007,"Stefan","Otto","S","magid","2484470641","Otto, S"
"919","036-456-610-975-852","Effect of a full-grown vegetative filter strip on herbicide runoff: maintaining of filter capacity over time.","journal article",2007,"M.","Vianello","M","magid","2173381263","Vianello, M"
"920","036-456-610-975-852","Effect of a full-grown vegetative filter strip on herbicide runoff: maintaining of filter capacity over time.","journal article",2007,"Alfonso","Infantino","A","magid","2044234173","Infantino, A"
"921","036-456-610-975-852","Effect of a full-grown vegetative filter strip on herbicide runoff: maintaining of filter capacity over time.","journal article",2007,"Giuseppe","Zanin","G","magid","2088999362","Zanin, G"
"922","036-456-610-975-852","Effect of a full-grown vegetative filter strip on herbicide runoff: maintaining of filter capacity over time.","journal article",2007,"A.","Di Guardo","A","magid","3188216592","Di Guardo, A"
"923","048-829-675-003-899","Effect of boundary type and season on predatory arthropods associated with field margins on New Zealand farmland","journal article",2014,"Michael H.","Bowie","MH","magid","1903520832","Bowie, MH"
"924","048-829-675-003-899","Effect of boundary type and season on predatory arthropods associated with field margins on New Zealand farmland","journal article",2014,"Jan","Klimaszewski","J","magid","1954442483","Klimaszewski, J"
"925","048-829-675-003-899","Effect of boundary type and season on predatory arthropods associated with field margins on New Zealand farmland","journal article",2014,"Cor J.","Vink","CJ","magid","2279671273","Vink, CJ"
"926","048-829-675-003-899","Effect of boundary type and season on predatory arthropods associated with field margins on New Zealand farmland","journal article",2014,"Simon","Hodge","S","magid","2500758454","Hodge, S"
"927","048-829-675-003-899","Effect of boundary type and season on predatory arthropods associated with field margins on New Zealand farmland","journal article",2014,"Stephen D.","Wratten","SD","magid","2083225834","Wratten, SD"
"928","037-198-421-662-475","Effect of different wheat production systems on the presence of two parasitoids (Hymenoptera: Aphelinidae; Braconidae) of the Russian wheat aphid in the North American Great Plains","journal article",2002,"Robert G.","Ahern","RG","magid","2325293308","Ahern, RG"
"929","037-198-421-662-475","Effect of different wheat production systems on the presence of two parasitoids (Hymenoptera: Aphelinidae; Braconidae) of the Russian wheat aphid in the North American Great Plains","journal article",2002,"Michael J.","Brewer","MJ","magid","2570946551","Brewer, MJ"
"930","128-569-652-424-254","Effect of early succession in wildflower areas on bug assemblages (Insecta: Heteroptera)","journal article",2006,"Thomas","Frank","T","magid","2123776201","Frank, T"
"931","128-569-652-424-254","Effect of early succession in wildflower areas on bug assemblages (Insecta: Heteroptera)","journal article",2006,"Irene","Künzle","I","magid","2284155399","Künzle, I"
"932","072-745-845-642-67X","Effect of field borders and nest-predator reduction on abundance of northern bobwhites","journal article",2005,"William E.","Palmer","WE","magid","2657945539","Palmer, WE"
"933","072-745-845-642-67X","Effect of field borders and nest-predator reduction on abundance of northern bobwhites","journal article",2005,"Shane D.","Wellendorf","SD","magid","2346256972","Wellendorf, SD"
"934","072-745-845-642-67X","Effect of field borders and nest-predator reduction on abundance of northern bobwhites","journal article",2005,"James R.","Gillis","JR","magid","2673851375","Gillis, JR"
"935","072-745-845-642-67X","Effect of field borders and nest-predator reduction on abundance of northern bobwhites","journal article",2005,"Peter T.","Bromley","PT","magid","1993098256","Bromley, PT"
"936","059-502-071-789-055","Effect of field margins on moths depends on species mobility: Field-based evidence for landscape-scale conservation","journal article",2008,"Thomas","Merckx","T","magid","2130651987","Merckx, T"
"937","059-502-071-789-055","Effect of field margins on moths depends on species mobility: Field-based evidence for landscape-scale conservation","journal article",2008,"Ruth E.","Feber","RE","magid","2073542244","Feber, RE"
"938","059-502-071-789-055","Effect of field margins on moths depends on species mobility: Field-based evidence for landscape-scale conservation","journal article",2008,"Rebecca L.","Dulieu","RL","magid","2499103039","Dulieu, RL"
"939","059-502-071-789-055","Effect of field margins on moths depends on species mobility: Field-based evidence for landscape-scale conservation","journal article",2008,"Martin C.","Townsend","MC","magid","2069623150","Townsend, MC"
"940","059-502-071-789-055","Effect of field margins on moths depends on species mobility: Field-based evidence for landscape-scale conservation","journal article",2008,"Mark S.","Parsons","MS","magid","2277512234","Parsons, MS"
"941","059-502-071-789-055","Effect of field margins on moths depends on species mobility: Field-based evidence for landscape-scale conservation","journal article",2008,"Nigel A. D.","Bourn","NAD","magid","2433741934","Bourn, NAD"
"942","059-502-071-789-055","Effect of field margins on moths depends on species mobility: Field-based evidence for landscape-scale conservation","journal article",2008,"Philip","Riordan","P","magid","2107551976","Riordan, P"
"943","059-502-071-789-055","Effect of field margins on moths depends on species mobility: Field-based evidence for landscape-scale conservation","journal article",2008,"David W.","Macdonald","DW","magid","2130829125","Macdonald, DW"
"944","066-531-345-535-56X","Effect of grass cover on water and pesticide transport through undisturbed soil columns, comparison with field study (Morcille watershed, Beaujolais).","journal article",2010,"Sylvie","Dousset","S","magid","1943762781","Dousset, S"
"945","066-531-345-535-56X","Effect of grass cover on water and pesticide transport through undisturbed soil columns, comparison with field study (Morcille watershed, Beaujolais).","journal article",2010,"M.","Thévenot","M","magid","2637191559","Thévenot, M"
"946","066-531-345-535-56X","Effect of grass cover on water and pesticide transport through undisturbed soil columns, comparison with field study (Morcille watershed, Beaujolais).","journal article",2010,"D.","Schrack","D","magid","1844981461","Schrack, D"
"947","066-531-345-535-56X","Effect of grass cover on water and pesticide transport through undisturbed soil columns, comparison with field study (Morcille watershed, Beaujolais).","journal article",2010,"Véronique","Gouy","V","magid","2306342444","Gouy, V"
"948","066-531-345-535-56X","Effect of grass cover on water and pesticide transport through undisturbed soil columns, comparison with field study (Morcille watershed, Beaujolais).","journal article",2010,"Nadia","Carluer","N","magid","2310710070","Carluer, N"
"949","036-556-226-795-548","Effect of hedgerow characteristics on partridge breeding densities","journal article",1986,"M. R. W.","Rands","MRW","magid","2717609878","Rands, MRW"
"950","112-148-110-351-322","Effect of landscape structure and dynamics on species diversity in hedgerow networks","journal article",1992,"Francoise","Burel","F","magid","2277833683","Burel, F"
"951","040-851-297-121-31X","Effect of margin strips on soil mineral nitrogen and plant biodiversity","journal article",2006,"Benny","De Cauwer","B","magid","60885406","De Cauwer, B"
"952","040-851-297-121-31X","Effect of margin strips on soil mineral nitrogen and plant biodiversity","journal article",2006,"Dirk","Reheul","D","magid","697919353","Reheul, D"
"953","040-851-297-121-31X","Effect of margin strips on soil mineral nitrogen and plant biodiversity","journal article",2006,"Ivan","Nijs","I","magid","2162349967","Nijs, I"
"954","040-851-297-121-31X","Effect of margin strips on soil mineral nitrogen and plant biodiversity","journal article",2006,"Ann","Milbau","A","magid","2420702842","Milbau, A"
"955","157-985-540-191-681","Effect of outdoor production, slurry management and buffer zones on phosphorus and nitrogen runoff losses from Finnish cattle farms","dissertation",2010,"Jaana","Uusi-Kämppä","J","magid","2343964856","Uusi-Kämppä, J"
"956","093-860-530-810-902","Effect of pasture buffer length and pasture type on runoff water quality following prescribed burning in the Wivenhoe Catchment","journal article",2011,"Hossein","Ghadiri","H","magid","2274906250","Ghadiri, H"
"957","093-860-530-810-902","Effect of pasture buffer length and pasture type on runoff water quality following prescribed burning in the Wivenhoe Catchment","journal article",2011,"Janet","Hussein","J","magid","2110812118","Hussein, J"
"958","093-860-530-810-902","Effect of pasture buffer length and pasture type on runoff water quality following prescribed burning in the Wivenhoe Catchment","journal article",2011,"Calvin Wyatt","Rose","CW","magid","2243791893","Rose, CW"
"959","089-112-468-945-778","Effect of remnant vegetation, pesticides, and farm management on abundance of the beneficial predator Notonomus gravis (Chaudoir) (Coleoptera: Carabidae)","journal article",2008,"Michael A.","Nash","MA","magid","2102508678","Nash, MA"
"960","089-112-468-945-778","Effect of remnant vegetation, pesticides, and farm management on abundance of the beneficial predator Notonomus gravis (Chaudoir) (Coleoptera: Carabidae)","journal article",2008,"Linda J.","Thomson","LJ","magid","2158805140","Thomson, LJ"
"961","089-112-468-945-778","Effect of remnant vegetation, pesticides, and farm management on abundance of the beneficial predator Notonomus gravis (Chaudoir) (Coleoptera: Carabidae)","journal article",2008,"Ary A.","Hoffmann","AA","magid","2068748445","Hoffmann, AA"
"962","087-928-364-175-683","Effect of seasonal abiotic conditions and field margin habitat on the activity of Pandora neoaphidis inoculum on soil.","journal article",2007,"J.","Baverstock","J","magid","2190210107","Baverstock, J"
"963","087-928-364-175-683","Effect of seasonal abiotic conditions and field margin habitat on the activity of Pandora neoaphidis inoculum on soil.","journal article",2007,"Suzanne J.","Clark","SJ","magid","2420492705","Clark, SJ"
"964","087-928-364-175-683","Effect of seasonal abiotic conditions and field margin habitat on the activity of Pandora neoaphidis inoculum on soil.","journal article",2007,"Judith K.","Pell","JK","magid","2133088953","Pell, JK"
"965","010-321-559-561-715","Effect of shelterbelt and land management on soil carbon sequestration in shelterbelt--pasture system at Charles Sturt University, Orange Campus, New South Wales, Australia","journal article",2015,"A.","Bangura","A","magid","2557703035","Bangura, A"
"966","010-321-559-561-715","Effect of shelterbelt and land management on soil carbon sequestration in shelterbelt--pasture system at Charles Sturt University, Orange Campus, New South Wales, Australia","journal article",2015,"Y. L.","Oo","YL","magid","2618665919","Oo, YL"
"967","010-321-559-561-715","Effect of shelterbelt and land management on soil carbon sequestration in shelterbelt--pasture system at Charles Sturt University, Orange Campus, New South Wales, Australia","journal article",2015,"C. S.","Kamara","CS","magid","2655670661","Kamara, CS"
"968","010-321-559-561-715","Effect of shelterbelt and land management on soil carbon sequestration in shelterbelt--pasture system at Charles Sturt University, Orange Campus, New South Wales, Australia","journal article",2015,"Anantanarayanan","Raman","A","magid","1997571212","Raman, A"
"969","010-321-559-561-715","Effect of shelterbelt and land management on soil carbon sequestration in shelterbelt--pasture system at Charles Sturt University, Orange Campus, New South Wales, Australia","journal article",2015,"Dennis","Hodgkins","D","magid","2430008786","Hodgkins, D"
"970","010-321-559-561-715","Effect of shelterbelt and land management on soil carbon sequestration in shelterbelt--pasture system at Charles Sturt University, Orange Campus, New South Wales, Australia","journal article",2015,"Helen I.","Nicol","HI","magid","1974644717","Nicol, HI"
"971","035-022-540-156-186","Effect of shelterbelt on two kinds of soils on the transformation of organic matter.","journal article",2002,"Lech Wojciech","Szajdak","LW","magid","54908943","Szajdak, LW"
"972","035-022-540-156-186","Effect of shelterbelt on two kinds of soils on the transformation of organic matter.","journal article",2002,"Victoria","Maryganova","V","magid","2029256312","Maryganova, V"
"973","035-022-540-156-186","Effect of shelterbelt on two kinds of soils on the transformation of organic matter.","journal article",2002,"Teresa","Meysner","T","magid","795409640","Meysner, T"
"974","035-022-540-156-186","Effect of shelterbelt on two kinds of soils on the transformation of organic matter.","journal article",2002,"Lyudmila","Tychinskaja","L","magid","337883461","Tychinskaja, L"
