"","data.lens_id","data.title","data.publication_type","data.year_published","first_name","last_name","initials","name","grid_id","country_code"
"424","168-854-916-636-861","CT-measured macropores as affected by agroforestry and grass buffers for grazed pasture systems","journal article",2010,"Ranjith P.","Udawatta","RP","University of Missouri","grid.134936.a","US"
"425","168-854-916-636-861","CT-measured macropores as affected by agroforestry and grass buffers for grazed pasture systems","journal article",2010,"Clark J.","Gantzer","CJ","University of Missouri","grid.134936.a","US"
"426","018-956-547-227-04X","CT-measured pore characteristics of surface and subsurface soils influenced by agroforestry and grass buffers","journal article",2008,"Ranjith P.","Udawatta","RP","University of Missouri","grid.134936.a","US"
"427","018-956-547-227-04X","CT-measured pore characteristics of surface and subsurface soils influenced by agroforestry and grass buffers","journal article",2008,"Stephen H.","Anderson","SH","University of Missouri","grid.134936.a","US"
"428","135-233-059-071-616","Can arable field margins be managed to enhance their biodiversity, conservation and functional value for soil macrofauna?","journal article",2007,"Jo","Smith","J","Natural History Museum","grid.35937.3b","GB"
"429","135-233-059-071-616","Can arable field margins be managed to enhance their biodiversity, conservation and functional value for soil macrofauna?","journal article",2007,"Jo","Smith","J","University of Reading","grid.9435.b","GB"
"430","135-233-059-071-616","Can arable field margins be managed to enhance their biodiversity, conservation and functional value for soil macrofauna?","journal article",2007,"Simon G.","Potts","SG","University of Reading","grid.9435.b","GB"
"431","135-233-059-071-616","Can arable field margins be managed to enhance their biodiversity, conservation and functional value for soil macrofauna?","journal article",2007,"Ben A.","Woodcock","BA","University of Reading","grid.9435.b","GB"
"432","135-233-059-071-616","Can arable field margins be managed to enhance their biodiversity, conservation and functional value for soil macrofauna?","journal article",2007,"Paul","Eggleton","P","Natural History Museum","grid.35937.3b","GB"
"433","070-767-640-313-826","Can floral field margins improve pollination and seed production in coriander Coriandrum sativum L. (Apiaceae)","journal article",2015,"Jelena","Barbir","J","Spanish National Research Council","grid.4711.3","ES"
"434","070-767-640-313-826","Can floral field margins improve pollination and seed production in coriander Coriandrum sativum L. (Apiaceae)","journal article",2015,"Francisco Rubén","Badenes-Pérez","FR","Spanish National Research Council","grid.4711.3","ES"
"435","070-767-640-313-826","Can floral field margins improve pollination and seed production in coriander Coriandrum sativum L. (Apiaceae)","journal article",2015,"César","Fernández-Quintanilla","C","Spanish National Research Council","grid.4711.3","ES"
"436","070-767-640-313-826","Can floral field margins improve pollination and seed production in coriander Coriandrum sativum L. (Apiaceae)","journal article",2015,"José","Dorado","J","Spanish National Research Council","grid.4711.3","ES"
"437","154-215-584-559-505","Can pollination services, species diversity and conservation be simultaneously promoted by sown wildflower strips on farmland?","journal article",2013,"Eeva-Liisa","Korpela","E","Finnish Environment Institute","grid.410381.f","FI"
"438","154-215-584-559-505","Can pollination services, species diversity and conservation be simultaneously promoted by sown wildflower strips on farmland?","journal article",2013,"Terho","Hyvönen","T","MTT Agrifood Research Finland, Plant Production Research, FI-31600 Jokioinen, Finland",NA,"FI"
"439","154-215-584-559-505","Can pollination services, species diversity and conservation be simultaneously promoted by sown wildflower strips on farmland?","journal article",2013,"Sami","Lindgren","S","Finnish Environment Institute","grid.410381.f","FI"
"440","154-215-584-559-505","Can pollination services, species diversity and conservation be simultaneously promoted by sown wildflower strips on farmland?","journal article",2013,"Mikko","Kuussaari","M","Finnish Environment Institute","grid.410381.f","FI"
"441","067-987-736-159-516","Can tree shelterbelts on agricultural land reduce flood risk","journal article",2006,"Z. L.","Carroll","ZL","Centre for Ecology and Hydrology, Orton Building, Deiniol Road, Bangor, Gwynedd LL57 2UP, UK",NA,"GB"
"442","067-987-736-159-516","Can tree shelterbelts on agricultural land reduce flood risk","journal article",2006,"S. B.","Bird","SB","University of Amsterdam","grid.7177.6","NL"
"443","067-987-736-159-516","Can tree shelterbelts on agricultural land reduce flood risk","journal article",2006,"Bridget A.","Emmett","BA","Centre for Ecology and Hydrology, Orton Building, Deiniol Road, Bangor, Gwynedd LL57 2UP, UK",NA,"GB"
"444","067-987-736-159-516","Can tree shelterbelts on agricultural land reduce flood risk","journal article",2006,"Brian","Reynolds","B","Centre for Ecology and Hydrology, Orton Building, Deiniol Road, Bangor, Gwynedd LL57 2UP, UK",NA,"GB"
"445","067-987-736-159-516","Can tree shelterbelts on agricultural land reduce flood risk","journal article",2006,"Fergus","Sinclair","F","Bangor University","grid.7362.0","GB"
"446","005-365-400-398-18X","Canopy flow and aspects of the response of plants protected by herbaceous shelterbelts and wood fences","journal article",2002,"Ulfilas","Boldes","U","National University of La Plata","grid.9499.d","AR"
"447","005-365-400-398-18X","Canopy flow and aspects of the response of plants protected by herbaceous shelterbelts and wood fences","journal article",2002,"A","Golberg","A","National University of La Pampa","grid.440491.c","AR"
"448","005-365-400-398-18X","Canopy flow and aspects of the response of plants protected by herbaceous shelterbelts and wood fences","journal article",2002,"J. Marañón","Di Leo","JM","National University of La Plata","grid.9499.d","AR"
"449","005-365-400-398-18X","Canopy flow and aspects of the response of plants protected by herbaceous shelterbelts and wood fences","journal article",2002,"J.","Colman","J","National University of La Plata","grid.9499.d","AR"
"450","005-365-400-398-18X","Canopy flow and aspects of the response of plants protected by herbaceous shelterbelts and wood fences","journal article",2002,"Ana Elena","Scarabino","AE","National University of La Plata","grid.9499.d","AR"
"451","146-870-336-705-658","Capacities of Modelling to Assess Buffer Strip Efficiency to Reduce Soil Loss During Heavy Rainfall Events","book chapter",2009,"M.","Kändler","M","International Graduate School Zittau",NA,NA
"452","146-870-336-705-658","Capacities of Modelling to Assess Buffer Strip Efficiency to Reduce Soil Loss During Heavy Rainfall Events","book chapter",2009,"I.","Bärlund","I","University of Kassel","grid.5155.4","DE"
"453","146-870-336-705-658","Capacities of Modelling to Assess Buffer Strip Efficiency to Reduce Soil Loss During Heavy Rainfall Events","book chapter",2009,"M.","Puustinen","M","Finnish Environment Institute","grid.410381.f","FI"
"454","146-870-336-705-658","Capacities of Modelling to Assess Buffer Strip Efficiency to Reduce Soil Loss During Heavy Rainfall Events","book chapter",2009,"C.","Seidler","C","International Graduate School Zittau",NA,NA
"455","116-145-842-005-662","Changes in bird populations on sample lowland English farms in relation to loss of hedgerows and other non-crop habitats","journal article",1998,"Simon","Gillings","S","British Trust for Ornithology","grid.423196.b","GB"
"456","116-145-842-005-662","Changes in bird populations on sample lowland English farms in relation to loss of hedgerows and other non-crop habitats","journal article",1998,"Robert J.","Fuller","RJ","British Trust for Ornithology","grid.423196.b","GB"
"457","005-673-817-557-910","Changes in management practices over time explain most variation in vegetation of field margins in Brittany, France","journal article",2015,"Audrey","Alignier","A","Institut national de la recherche agronomique","grid.414548.8","FR"
"458","005-673-817-557-910","Changes in management practices over time explain most variation in vegetation of field margins in Brittany, France","journal article",2015,"Jacques","Baudry","J","Institut national de la recherche agronomique","grid.414548.8","FR"
"459","053-643-073-503-138","Changes in the botanical diversity of a species rich ancient hedgerow between two surveys (1971–1998)","journal article",2002,"R.A.","Garbutt","RA","NERC Centre for Ecology and Hydrology, Monks Wood, Abbots Ripton, Huntingdon, Cambridgeshire PE28 2LS, UK",NA,"GB"
"460","053-643-073-503-138","Changes in the botanical diversity of a species rich ancient hedgerow between two surveys (1971–1998)","journal article",2002,"Tim H.","Sparks","TH","NERC Centre for Ecology and Hydrology, Monks Wood, Abbots Ripton, Huntingdon, Cambridgeshire PE28 2LS, UK",NA,"GB"
"461","071-736-214-634-517","Characterising riparian buffer zones of an agriculturally modified landscape","journal article",2015,"K","Renouf","K","University of Canterbury","grid.21006.35","NZ"
"462","071-736-214-634-517","Characterising riparian buffer zones of an agriculturally modified landscape","journal article",2015,"Jon S.","Harding","JS","University of Canterbury","grid.21006.35","NZ"
"463","007-033-386-427-408","Chemical composition and bioethanol potential of different plant species found in Pacific Northwest conservation buffers","journal article",2012,"Deepak","Kumar","D","Biological and Ecological Engineering, Oregon State University, Corvallis, Oregon 97331, USA",NA,"US"
"464","007-033-386-427-408","Chemical composition and bioethanol potential of different plant species found in Pacific Northwest conservation buffers","journal article",2012,"Ankita","Juneja","A","Biological and Ecological Engineering, Oregon State University, Corvallis, Oregon 97331, USA",NA,"US"
"465","007-033-386-427-408","Chemical composition and bioethanol potential of different plant species found in Pacific Northwest conservation buffers","journal article",2012,"William","Hohenschuh","W","Biological and Ecological Engineering, Oregon State University, Corvallis, Oregon 97331, USA",NA,"US"
"466","007-033-386-427-408","Chemical composition and bioethanol potential of different plant species found in Pacific Northwest conservation buffers","journal article",2012,"John D.","Williams","JD","Columbia Plateau Conservation Research Center, USDA-Agricultural Research Service, Pendleton, Oregon 97801, USA",NA,"US"
"467","007-033-386-427-408","Chemical composition and bioethanol potential of different plant species found in Pacific Northwest conservation buffers","journal article",2012,"Ganti S.","Murthy","GS","Biological and Ecological Engineering, Oregon State University, Corvallis, Oregon 97331, USA",NA,"US"
"468","068-617-156-096-270","Chloride concentration distribution under oak hedgerow: an indicator of the water-uptake zone of tree roots?","journal article",2014,"Hongtao","Hao","H","UMR1069 Sol Agro et hydrosystème Spatialisation",NA,"FR"
"469","068-617-156-096-270","Chloride concentration distribution under oak hedgerow: an indicator of the water-uptake zone of tree roots?","journal article",2014,"Catherine","Grimaldi","C","UMR1069 Sol Agro et hydrosystème Spatialisation",NA,"FR"
"470","068-617-156-096-270","Chloride concentration distribution under oak hedgerow: an indicator of the water-uptake zone of tree roots?","journal article",2014,"Christian","Walter","C","UMR1069 Sol Agro et hydrosystème Spatialisation",NA,"FR"
"471","068-617-156-096-270","Chloride concentration distribution under oak hedgerow: an indicator of the water-uptake zone of tree roots?","journal article",2014,"Gilles","Dutin","G","UMR1069 Sol Agro et hydrosystème Spatialisation",NA,"FR"
"472","068-617-156-096-270","Chloride concentration distribution under oak hedgerow: an indicator of the water-uptake zone of tree roots?","journal article",2014,"Beatrice","Trinkler","B","UMR1069 Sol Agro et hydrosystème Spatialisation",NA,"FR"
"473","068-617-156-096-270","Chloride concentration distribution under oak hedgerow: an indicator of the water-uptake zone of tree roots?","journal article",2014,"Philippe","Merot","P","UMR1069 Sol Agro et hydrosystème Spatialisation",NA,"FR"
"474","059-886-928-764-718","Chloride, sodium, potassium and faecal bacteria levels in surface runoff and subsurface percolates from grassland plots amended with cattle slurry.","journal article",2002,"Avelino","Núñez-Delgado","A","Dept. Edafoloxı́a e Q. A. (Soil Science and Agricultural Chemistry), Escola Politécnica Superior, Campus Univ. s/n, 27002 Lugo, Spain",NA,"ES"
"475","059-886-928-764-718","Chloride, sodium, potassium and faecal bacteria levels in surface runoff and subsurface percolates from grassland plots amended with cattle slurry.","journal article",2002,"Eugenio","López-Perı́ago","E","Dept. Edafoloxı́a e Q. A. (Soil Science and Agricultural Chemistry), Fac. Farmacia, Campus Univ. s/n, 15706 Santiago de Compostela, Spain",NA,"ES"
"476","059-886-928-764-718","Chloride, sodium, potassium and faecal bacteria levels in surface runoff and subsurface percolates from grassland plots amended with cattle slurry.","journal article",2002,"Francisco Dı́az-Fierros","Viqueira","FD","Dept. Edafoloxı́a e Q. A. (Soil Science and Agricultural Chemistry), Fac. Farmacia, Campus Univ. s/n, 15706 Santiago de Compostela, Spain",NA,"ES"
"477","114-798-386-232-524","Climate and on-farm risk factors associated with Giardia duodenalis cysts in storm runoff from California coastal dairies.","journal article",2007,"Woutrina A.","Miller","WA","University of California, Davis","grid.27860.3b","US"
"478","114-798-386-232-524","Climate and on-farm risk factors associated with Giardia duodenalis cysts in storm runoff from California coastal dairies.","journal article",2007,"David J.","Lewis","DJ","University of California, Berkeley","grid.47840.3f","US"
"479","114-798-386-232-524","Climate and on-farm risk factors associated with Giardia duodenalis cysts in storm runoff from California coastal dairies.","journal article",2007,"Michael","Lennox","M","University of California, Berkeley","grid.47840.3f","US"
"480","114-798-386-232-524","Climate and on-farm risk factors associated with Giardia duodenalis cysts in storm runoff from California coastal dairies.","journal article",2007,"Maria das Graças C.","Pereira","MDGC","University of California, Davis","grid.27860.3b","US"
"481","114-798-386-232-524","Climate and on-farm risk factors associated with Giardia duodenalis cysts in storm runoff from California coastal dairies.","journal article",2007,"Kenneth W.","Tate","KW","University of California, Davis","grid.27860.3b","US"
"482","114-798-386-232-524","Climate and on-farm risk factors associated with Giardia duodenalis cysts in storm runoff from California coastal dairies.","journal article",2007,"Patricia A.","Conrad","PA","University of California, Davis","grid.27860.3b","US"
"483","114-798-386-232-524","Climate and on-farm risk factors associated with Giardia duodenalis cysts in storm runoff from California coastal dairies.","journal article",2007,"Edward R.","Atwill","ER","University of California, Davis","grid.27860.3b","US"
"484","038-013-187-303-556","Coccinellid abundance in shelterbelts is affected more by adjacent crop type and aphid abundance than vegetation characteristics","journal article",2015,"Ian M.","Smith","IM","University of Melbourne","grid.1008.9","AU"
"485","038-013-187-303-556","Coccinellid abundance in shelterbelts is affected more by adjacent crop type and aphid abundance than vegetation characteristics","journal article",2015,"Ary A.","Hoffmann","AA","University of Melbourne","grid.1008.9","AU"
"486","038-013-187-303-556","Coccinellid abundance in shelterbelts is affected more by adjacent crop type and aphid abundance than vegetation characteristics","journal article",2015,"Linda J.","Thomson","LJ","University of Melbourne","grid.1008.9","AU"
"487","079-251-925-726-464","Codling moth parasitism is affected by semi-natural habitats and agricultural practices at orchard and landscape levels","journal article",2013,"Mariline","Maalouly","M","Institut national de la recherche agronomique","grid.414548.8","FR"
"488","079-251-925-726-464","Codling moth parasitism is affected by semi-natural habitats and agricultural practices at orchard and landscape levels","journal article",2013,"Pierre","Franck","P","Institut national de la recherche agronomique","grid.414548.8","FR"
"489","079-251-925-726-464","Codling moth parasitism is affected by semi-natural habitats and agricultural practices at orchard and landscape levels","journal article",2013,"Jean-Charles","Bouvier","J","Institut national de la recherche agronomique","grid.414548.8","FR"
"490","079-251-925-726-464","Codling moth parasitism is affected by semi-natural habitats and agricultural practices at orchard and landscape levels","journal article",2013,"Jean-François","Toubon","J","Institut national de la recherche agronomique","grid.414548.8","FR"
"491","079-251-925-726-464","Codling moth parasitism is affected by semi-natural habitats and agricultural practices at orchard and landscape levels","journal article",2013,"Claire","Lavigne","C","Institut national de la recherche agronomique","grid.414548.8","FR"
"492","029-955-498-003-641","Cold-climate vegetative buffer zones as pesticide-filters for surface runoff","journal article",2005,"N.","Syversen","N","Norwegian Centre for Soil and Environmental Research, Frederik A. Dahls vei 20, N-1432 Aas, Norway.",NA,"NO"
"493","193-154-897-835-230","Communities of soil microarthropods with special reference to Collembola in midfield shelterbelts","journal article",2004,"Izabella","Olejniczak","I","Polish Academy of Sciences","grid.413454.3","PL"
"494","002-034-649-696-718","Community composition, host range and genetic structure of the fungal entomopathogen Beauveria in adjoining agricultural and seminatural habitats.","journal article",2009,"Nicolai V.","Meyling","NV","University of Copenhagen","grid.5254.6","DK"
"495","002-034-649-696-718","Community composition, host range and genetic structure of the fungal entomopathogen Beauveria in adjoining agricultural and seminatural habitats.","journal article",2009,"Mette","Lübeck","M","Aalborg University","grid.5117.2","DK"
"496","002-034-649-696-718","Community composition, host range and genetic structure of the fungal entomopathogen Beauveria in adjoining agricultural and seminatural habitats.","journal article",2009,"Ellen P.","Buckley","EP","Agricultural Research Service","grid.463419.d","US"
"497","002-034-649-696-718","Community composition, host range and genetic structure of the fungal entomopathogen Beauveria in adjoining agricultural and seminatural habitats.","journal article",2009,"Jørgen","Eilenberg","J","University of Copenhagen","grid.5254.6","DK"
"498","002-034-649-696-718","Community composition, host range and genetic structure of the fungal entomopathogen Beauveria in adjoining agricultural and seminatural habitats.","journal article",2009,"Stephen A.","Rehner","SA","Agricultural Research Service","grid.463419.d","US"
"499","092-898-812-757-895","Community structure of soil-litter macrofauna in shelterbelt and adjacent crop field","journal article",2004,"E.","Olechowicz","E","Polish Academy of Sciences","grid.413454.3","PL"
"500","110-617-981-290-509","Comparative assessment of soil microbial biomass determined by the methods of direct microscopy and substrate-induced respiration","journal article",2008,"Nadezhda","Ananyeva","N","Russian Academy of Sciences","grid.4886.2","RU"
"501","110-617-981-290-509","Comparative assessment of soil microbial biomass determined by the methods of direct microscopy and substrate-induced respiration","journal article",2008,"L. M.","Polyanskaya","LM","Moscow State University","grid.14476.30","RU"
"502","110-617-981-290-509","Comparative assessment of soil microbial biomass determined by the methods of direct microscopy and substrate-induced respiration","journal article",2008,"E. A.","Susyan","EA","Russian Academy of Sciences","grid.4886.2","RU"
"503","110-617-981-290-509","Comparative assessment of soil microbial biomass determined by the methods of direct microscopy and substrate-induced respiration","journal article",2008,"I. V.","Vasenkina","IV","Moscow State University","grid.14476.30","RU"
"504","110-617-981-290-509","Comparative assessment of soil microbial biomass determined by the methods of direct microscopy and substrate-induced respiration","journal article",2008,"Stephan","Wirth","S","Institute of Landscape Matter Dynamics",NA,NA
"505","110-617-981-290-509","Comparative assessment of soil microbial biomass determined by the methods of direct microscopy and substrate-induced respiration","journal article",2008,"D. G.","Zvyagintsev","DG","Moscow State University","grid.14476.30","RU"
"506","003-460-280-575-85X","Comparing the efficacy of agri-environment schemes to enhance bumble bee abundance and diversity on arable field margins","journal article",2006,"Claire","Carvell","C","NERC Centre for Ecology and Hydrology, Monks Wood, Abbots Ripton, Huntingdon PE28 2LS, UK;",NA,"GB"
"507","003-460-280-575-85X","Comparing the efficacy of agri-environment schemes to enhance bumble bee abundance and diversity on arable field margins","journal article",2006,"W. R.","Meek","WR","NERC Centre for Ecology and Hydrology, Monks Wood, Abbots Ripton, Huntingdon PE28 2LS, UK;",NA,"GB"
"508","003-460-280-575-85X","Comparing the efficacy of agri-environment schemes to enhance bumble bee abundance and diversity on arable field margins","journal article",2006,"Richard F.","Pywell","RF","NERC Centre for Ecology and Hydrology, Monks Wood, Abbots Ripton, Huntingdon PE28 2LS, UK;",NA,"GB"
"509","003-460-280-575-85X","Comparing the efficacy of agri-environment schemes to enhance bumble bee abundance and diversity on arable field margins","journal article",2006,"Dave","Goulson","D","University of Stirling","grid.11918.30","GB"
"510","003-460-280-575-85X","Comparing the efficacy of agri-environment schemes to enhance bumble bee abundance and diversity on arable field margins","journal article",2006,"Marek","Nowakowski","M","Wildlife farming Company, Chesterwood, Chesterton, Bicester, Oxon OX26 1UN",NA,NA
"511","076-377-649-956-283","Comparison of riparian plant communities under four land management systems in southwestern Wisconsin","journal article",2002,"Laura K.","Paine","LK","University of Wisconsin–Extension","grid.300637.1","US"
"512","076-377-649-956-283","Comparison of riparian plant communities under four land management systems in southwestern Wisconsin","journal article",2002,"Christine A.","Ribic","CA","University of Wisconsin-Madison","grid.14003.36","US"
"513","053-451-836-636-97X","Comparison of the Phosphorus Sorption Characteristics of a Conservation Reserve Buffer and an Adjacent Crop Field","journal article",2008,"Philip D.","Schroeder","PD","Cameron University","grid.253592.a","US"
"514","053-451-836-636-97X","Comparison of the Phosphorus Sorption Characteristics of a Conservation Reserve Buffer and an Adjacent Crop Field","journal article",2008,"John L.","Kovar","JL","United States Department of Agriculture","grid.417548.b","US"
"515","028-702-034-669-072","Comparison of the vegetation and seed bank on hedge banks of different ages in Brittany, France.","journal article",2004,"Vincent","Pellissier","V","University of Rennes",NA,"FR"
"516","028-702-034-669-072","Comparison of the vegetation and seed bank on hedge banks of different ages in Brittany, France.","journal article",2004,"Sébastien","Gallet","S","University of Rennes",NA,"FR"
"517","028-702-034-669-072","Comparison of the vegetation and seed bank on hedge banks of different ages in Brittany, France.","journal article",2004,"Françoise","Rozé","F","University of Rennes",NA,"FR"
"518","099-584-998-034-531","Compressive behaviour of the soil in buffer zones under different management practices in Finland","journal article",2008,"Markku","Yli-Halla","M","Environmental Soil Science",NA,NA
"519","095-312-534-361-222","Computed‐Tomographic Measurement of Soil Macroporosity Parameters as Affected by Stiff‐Stemmed Grass Hedges","journal article",2005,"Achmad","Rachman","A","Indonesia Center for Soil and Agroclimate Research and Development, Jl. Ir. H. Juanda 98 Bogor, Indonesia 16123",NA,"ID"
"520","095-312-534-361-222","Computed‐Tomographic Measurement of Soil Macroporosity Parameters as Affected by Stiff‐Stemmed Grass Hedges","journal article",2005,"Stephen H.","Anderson","SH","University of Missouri","grid.134936.a","US"
"521","095-312-534-361-222","Computed‐Tomographic Measurement of Soil Macroporosity Parameters as Affected by Stiff‐Stemmed Grass Hedges","journal article",2005,"Clark J.","Gantzer","CJ","University of Missouri","grid.134936.a","US"
"522","110-419-567-105-817","Concentrated flow paths in riparian buffer zones of southern Illinois","journal article",2011,"R. C.","Pankau","RC","United States Department of Agriculture","grid.417548.b","US"
"523","110-419-567-105-817","Concentrated flow paths in riparian buffer zones of southern Illinois","journal article",2011,"Jon E.","Schoonover","JE","Southern Illinois University Carbondale","grid.263856.c","US"
"524","110-419-567-105-817","Concentrated flow paths in riparian buffer zones of southern Illinois","journal article",2011,"Karl W. J.","Williard","KWJ","Southern Illinois University Carbondale","grid.263856.c","US"
"525","110-419-567-105-817","Concentrated flow paths in riparian buffer zones of southern Illinois","journal article",2011,"Pamela J.","Edwards","PJ","United States Forest Service","grid.472551.0","US"
"526","024-391-955-177-67X","Conservation of the lesser horseshoe bat (Rhinolophus hipposideros Bechstein, 1800) (Mammalia : Chiroptera) in Belgium. A case study of feeding habitat requirements","journal article",2002,"Roland","Libois","R","University of Liège","grid.4861.b","BE"
"527","010-594-494-967-063","Conservation value of agricultural riparian strips in the Boyer River watershed, Québec (Canada)","journal article",2004,"Benoît","Jobin","B","Canadian Wildlife Service",NA,"CA"
"528","010-594-494-967-063","Conservation value of agricultural riparian strips in the Boyer River watershed, Québec (Canada)","journal article",2004,"Luc","Bélanger","L","Canadian Wildlife Service",NA,"CA"
"529","010-594-494-967-063","Conservation value of agricultural riparian strips in the Boyer River watershed, Québec (Canada)","journal article",2004,"Céline","Boutin","C","Carleton University","grid.34428.39","CA"
"530","010-594-494-967-063","Conservation value of agricultural riparian strips in the Boyer River watershed, Québec (Canada)","journal article",2004,"Charles","Maisonneuve","C","Société de la faune et des parcs du Québec, Direction de la recherche sur la faune, 675, boul. René-Lévesque Est, 11e étage, boı̂te 92, Québec, Que., Canada G1R 5V7",NA,"CA"
"531","092-043-883-876-185","Constant properties of plant–frugivore networks despite fluctuations in fruit and bird communities in space and time","journal article",2013,"Michaela","Plein","M","University of Melbourne","grid.1008.9","AU"
"532","092-043-883-876-185","Constant properties of plant–frugivore networks despite fluctuations in fruit and bird communities in space and time","journal article",2013,"Laura","Längsfeld","L","Biodiversity and Climate Research Centre (BiK-F) and Senckenberg Gesellschaft für Naturforschung, Senckenberganlage 25, 60325 Frankfurt (Main), Germany",NA,"DE"
"533","092-043-883-876-185","Constant properties of plant–frugivore networks despite fluctuations in fruit and bird communities in space and time","journal article",2013,"Eike Lena","Neuschulz","EL","Biodiversity and Climate Research Centre (BiK-F) and Senckenberg Gesellschaft für Naturforschung, Senckenberganlage 25, 60325 Frankfurt (Main), Germany",NA,"DE"
"534","092-043-883-876-185","Constant properties of plant–frugivore networks despite fluctuations in fruit and bird communities in space and time","journal article",2013,"Christina","Schultheiß","C","Martin Luther University of Halle-Wittenberg","grid.9018.0","DE"
"535","092-043-883-876-185","Constant properties of plant–frugivore networks despite fluctuations in fruit and bird communities in space and time","journal article",2013,"Lili","Ingmann","L","Biodiversity and Climate Research Centre (BiK-F) and Senckenberg Gesellschaft für Naturforschung, Senckenberganlage 25, 60325 Frankfurt (Main), Germany",NA,"DE"
"536","092-043-883-876-185","Constant properties of plant–frugivore networks despite fluctuations in fruit and bird communities in space and time","journal article",2013,"Till","Töpfer","T","Biodiversity and Climate Research Centre (BiK-F) and Senckenberg Gesellschaft für Naturforschung, Senckenberganlage 25, 60325 Frankfurt (Main), Germany",NA,"DE"
"537","092-043-883-876-185","Constant properties of plant–frugivore networks despite fluctuations in fruit and bird communities in space and time","journal article",2013,"Katrin","Böhning-Gaese","K","Goethe University Frankfurt","grid.7839.5","DE"
"538","092-043-883-876-185","Constant properties of plant–frugivore networks despite fluctuations in fruit and bird communities in space and time","journal article",2013,"Matthias","Schleuning","M","Biodiversity and Climate Research Centre (BiK-F) and Senckenberg Gesellschaft für Naturforschung, Senckenberganlage 25, 60325 Frankfurt (Main), Germany",NA,"DE"
"539","027-183-769-733-081","Contrasted dynamics of nitrate and chloride in groundwater submitted to the influence of a hedge","journal article",2001,"Virginie","Caubel-Forget","V","Institut national de la recherche agronomique","grid.414548.8","FR"
"540","027-183-769-733-081","Contrasted dynamics of nitrate and chloride in groundwater submitted to the influence of a hedge","journal article",2001,"Catherine","Grimaldi","C","Institut national de la recherche agronomique","grid.414548.8","FR"
"541","027-183-769-733-081","Contrasted dynamics of nitrate and chloride in groundwater submitted to the influence of a hedge","journal article",2001,"François","Rouault","F","Institut national de la recherche agronomique","grid.414548.8","FR"
"542","014-475-770-713-515","Contrasting the farm-scale spatio-temporal dynamics of boundary and field overwintering predatory beetles in arable crops","journal article",2008,"John M.","Holland","JM","Game & Wildlife Conservation Trust","grid.465181.f","GB"
"543","014-475-770-713-515","Contrasting the farm-scale spatio-temporal dynamics of boundary and field overwintering predatory beetles in arable crops","journal article",2008,"T.","Birkett","T","Game & Wildlife Conservation Trust","grid.465181.f","GB"
"544","014-475-770-713-515","Contrasting the farm-scale spatio-temporal dynamics of boundary and field overwintering predatory beetles in arable crops","journal article",2008,"S.","Southway","S","Game & Wildlife Conservation Trust","grid.465181.f","GB"
"545","168-748-487-089-679","Contributing understanding of mitigation options for phosphorus and sediment to a review of the efficacy of contemporary agricultural stewardship measures.","journal article",2010,"Clare","Deasy","C","Lancaster University","grid.9835.7","GB"
"546","168-748-487-089-679","Contributing understanding of mitigation options for phosphorus and sediment to a review of the efficacy of contemporary agricultural stewardship measures.","journal article",2010,"John","Quinton","J","Lancaster University","grid.9835.7","GB"
"547","168-748-487-089-679","Contributing understanding of mitigation options for phosphorus and sediment to a review of the efficacy of contemporary agricultural stewardship measures.","journal article",2010,"Martyn","Silgram","M","University of Wolverhampton","grid.6374.6","GB"
"548","168-748-487-089-679","Contributing understanding of mitigation options for phosphorus and sediment to a review of the efficacy of contemporary agricultural stewardship measures.","journal article",2010,"Alison","Bailey","A","University of Reading","grid.9435.b","GB"
"549","168-748-487-089-679","Contributing understanding of mitigation options for phosphorus and sediment to a review of the efficacy of contemporary agricultural stewardship measures.","journal article",2010,"Bob","Jackson","B","University of Wolverhampton","grid.6374.6","GB"
"550","168-748-487-089-679","Contributing understanding of mitigation options for phosphorus and sediment to a review of the efficacy of contemporary agricultural stewardship measures.","journal article",2010,"Carly J.","Stevens","CJ","Open University","grid.10837.3d","GB"
"551","168-748-487-089-679","Contributing understanding of mitigation options for phosphorus and sediment to a review of the efficacy of contemporary agricultural stewardship measures.","journal article",2010,"Carly J.","Stevens","CJ","Lancaster University","grid.9835.7","GB"
"552","072-802-531-827-848","Correlations between wireworm damages in potato fields and landscape structure at different scales","journal article",2012,"Anna","Hermann","A","University of Vienna","grid.10420.37","AT"
"553","072-802-531-827-848","Correlations between wireworm damages in potato fields and landscape structure at different scales","journal article",2012,"N.","Brunner","N","Bio Forschung Austria, Vienna, Austria",NA,"AT"
"554","072-802-531-827-848","Correlations between wireworm damages in potato fields and landscape structure at different scales","journal article",2012,"P.","Hann","P","Bio Forschung Austria, Vienna, Austria",NA,"AT"
"555","072-802-531-827-848","Correlations between wireworm damages in potato fields and landscape structure at different scales","journal article",2012,"Thomas","Wrbka","T","University of Vienna","grid.10420.37","AT"
"556","072-802-531-827-848","Correlations between wireworm damages in potato fields and landscape structure at different scales","journal article",2012,"Bernhard","Kromp","B","Bio Forschung Austria, Vienna, Austria",NA,"AT"
"557","028-717-958-656-943","Corrigendum to “Arthropod abundance and diversity in differently vegetated margins of arable fields” [Agric. Ecosyst. Environ. 72 (1999) 131–144] ☆","journal article",2000,"C.F.G.","Thomas","CFG","University of Bristol","grid.5337.2","GB"
